pid,tid,picid,picgender,stroopWord,congruency,response,correctAns,sbjResp,sbjRT,sbjACC
6.0,104.0,16.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,105.0,28.0,male,Male,congruent,nogo,None,None,,1.0
6.0,106.0,2.0,male,Male,congruent,nogo,None,None,,1.0
6.0,107.0,65.0,female,Female,congruent,go,g,g,483.3039774675854,1.0
6.0,108.0,9.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,109.0,17.0,male,Male,congruent,nogo,None,None,,1.0
6.0,110.0,50.0,female,Female,congruent,go,g,g,600.1572690147441,1.0
6.0,111.0,57.0,female,Female,congruent,go,g,g,469.5542585686781,1.0
6.0,112.0,30.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,113.0,46.0,male,Male,congruent,nogo,None,None,,1.0
6.0,114.0,8.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,115.0,45.0,male,Male,congruent,nogo,None,None,,1.0
6.0,116.0,24.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,117.0,1.0,male,Male,congruent,nogo,None,None,,1.0
6.0,118.0,38.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,119.0,89.0,female,Male,incongruent,go,g,g,566.937284078449,1.0
6.0,120.0,51.0,female,Female,congruent,go,g,g,550.1230833760928,1.0
6.0,121.0,7.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,122.0,83.0,female,Male,incongruent,go,g,g,550.1626270415727,1.0
6.0,123.0,58.0,female,Male,incongruent,go,g,g,652.8197488805745,1.0
6.0,124.0,32.0,male,Male,congruent,nogo,None,None,,1.0
6.0,125.0,67.0,female,Female,congruent,go,g,g,549.9947929056361,1.0
6.0,126.0,26.0,male,Male,congruent,nogo,None,None,,1.0
6.0,127.0,29.0,male,Male,congruent,nogo,None,None,,1.0
6.0,128.0,92.0,female,Male,incongruent,go,g,None,,0.0
6.0,129.0,72.0,female,Male,incongruent,go,g,g,0.07999286754056811,1.0
6.0,130.0,25.0,male,Male,congruent,nogo,None,None,,1.0
6.0,131.0,91.0,female,Male,incongruent,go,g,g,702.9076655744575,1.0
6.0,132.0,3.0,male,Male,congruent,nogo,None,None,,1.0
6.0,133.0,0.0,male,Male,congruent,nogo,None,None,,1.0
6.0,134.0,48.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,135.0,12.0,male,Male,congruent,nogo,None,None,,1.0
6.0,136.0,64.0,female,Male,incongruent,go,g,g,502.75492446962744,1.0
6.0,137.0,55.0,female,Female,congruent,go,g,g,650.1531184476335,1.0
6.0,138.0,88.0,female,Female,congruent,go,g,g,619.362200202886,1.0
6.0,139.0,44.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,140.0,20.0,male,Male,congruent,nogo,None,None,,1.0
6.0,141.0,37.0,male,Male,congruent,nogo,None,None,,1.0
6.0,142.0,97.0,female,Male,incongruent,go,g,g,569.5402220881078,1.0
6.0,143.0,76.0,female,Male,incongruent,go,g,g,636.2482435361017,1.0
6.0,144.0,49.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,145.0,93.0,female,Female,congruent,go,g,g,652.4291421519592,1.0
6.0,146.0,39.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,147.0,73.0,female,Female,congruent,go,g,g,569.4701905886177,1.0
6.0,148.0,74.0,female,Female,congruent,go,g,g,852.9238905466627,1.0
6.0,149.0,60.0,female,Male,incongruent,go,g,g,733.9433922024909,1.0
6.0,150.0,59.0,female,Male,incongruent,go,g,g,486.1813061288558,1.0
6.0,151.0,77.0,female,Male,incongruent,go,g,g,486.1088597390335,1.0
6.0,152.0,52.0,female,Male,incongruent,go,g,g,552.3840140958782,1.0
6.0,153.0,41.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,154.0,11.0,male,Female,incongruent,nogo,None,None,,1.0
6.0,155.0,82.0,female,Female,congruent,go,g,g,686.1176136881113,1.0
6.0,156.0,79.0,female,Male,incongruent,go,g,g,750.6181336357258,1.0
6.0,157.0,27.0,male,Male,congruent,nogo,None,None,,1.0
6.0,158.0,61.0,female,Female,congruent,go,g,g,666.7445465282071,1.0
6.0,159.0,75.0,female,Male,incongruent,go,g,g,566.3933325267863,1.0
7.0,0.0,1.0,male,Male,congruent,go,g,None,,0.0
7.0,1.0,46.0,male,Female,incongruent,go,g,g,0.060371996369212866,1.0
7.0,2.0,94.0,female,Female,congruent,nogo,None,g,0.08150219218805432,0.0
7.0,3.0,42.0,male,Male,congruent,go,g,g,633.5363341204356,1.0
7.0,4.0,81.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,5.0,96.0,female,Male,incongruent,nogo,None,g,853.0075057642534,0.0
7.0,6.0,39.0,male,Female,incongruent,go,g,g,816.7203222692478,1.0
7.0,7.0,67.0,female,Female,congruent,nogo,None,None,,1.0
7.0,8.0,27.0,male,Male,congruent,go,g,g,483.6831135035027,1.0
7.0,9.0,12.0,male,Male,congruent,go,g,g,485.9389126067981,1.0
7.0,10.0,66.0,female,Female,congruent,nogo,None,None,,1.0
7.0,11.0,91.0,female,Female,congruent,nogo,None,None,,1.0
7.0,12.0,31.0,male,Female,incongruent,go,g,g,569.4427213456947,1.0
7.0,13.0,90.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,14.0,48.0,male,Male,congruent,go,g,g,552.6469340838958,1.0
7.0,15.0,70.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,16.0,5.0,male,Female,incongruent,go,g,g,483.236662694253,1.0
7.0,17.0,57.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,18.0,24.0,male,Male,congruent,go,g,g,419.2746608168818,1.0
7.0,19.0,20.0,male,Female,incongruent,go,g,g,566.6616859671194,1.0
7.0,20.0,79.0,female,Female,congruent,nogo,None,None,,1.0
7.0,21.0,0.0,male,Female,incongruent,go,g,g,385.7576457376126,1.0
7.0,22.0,53.0,female,Female,congruent,nogo,None,None,,1.0
7.0,23.0,6.0,male,Female,incongruent,go,g,g,452.5169833796099,1.0
7.0,24.0,19.0,male,Male,congruent,go,g,g,600.3438184561674,1.0
7.0,25.0,56.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,26.0,43.0,male,Male,congruent,go,g,g,435.9152920951601,1.0
7.0,27.0,14.0,male,Female,incongruent,go,g,g,516.5306033159139,1.0
7.0,28.0,13.0,male,Male,congruent,go,g,g,500.0128290557768,1.0
7.0,29.0,87.0,female,Female,congruent,nogo,None,None,,1.0
7.0,30.0,8.0,male,Male,congruent,go,g,g,634.046779217897,1.0
7.0,31.0,41.0,male,Male,congruent,go,g,g,385.67071009310894,1.0
7.0,32.0,92.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,33.0,44.0,male,Male,congruent,go,g,g,519.2500592384022,1.0
7.0,34.0,86.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,35.0,64.0,female,Female,congruent,nogo,None,None,,1.0
7.0,36.0,45.0,male,Female,incongruent,go,g,g,523.8790809526108,1.0
7.0,37.0,58.0,female,Female,congruent,nogo,None,None,,1.0
7.0,38.0,7.0,male,Male,congruent,go,g,g,550.2863895962946,1.0
7.0,39.0,89.0,female,Male,incongruent,nogo,None,g,636.0662220395171,0.0
7.0,40.0,22.0,male,Male,congruent,go,g,g,619.3797080777586,1.0
7.0,41.0,68.0,female,Female,congruent,nogo,None,None,,1.0
7.0,42.0,47.0,male,Female,incongruent,go,g,g,536.0709008527921,1.0
7.0,43.0,78.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,44.0,69.0,female,Male,incongruent,nogo,None,g,369.29269693791866,0.0
7.0,45.0,18.0,male,Male,congruent,go,g,g,535.9275173977949,1.0
7.0,46.0,23.0,male,Male,congruent,go,g,g,569.1420688526705,1.0
7.0,47.0,59.0,female,Female,congruent,nogo,None,None,,1.0
7.0,48.0,60.0,female,Female,congruent,nogo,None,None,,1.0
7.0,49.0,36.0,male,Female,incongruent,go,g,g,535.9365732001606,1.0
7.0,50.0,30.0,male,Female,incongruent,go,g,g,652.7213425433729,1.0
7.0,51.0,97.0,female,Female,congruent,nogo,None,None,,1.0
7.0,52.0,71.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,53.0,61.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,54.0,28.0,male,Male,congruent,go,g,g,502.60731496382505,1.0
7.0,55.0,51.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,56.0,11.0,male,Female,incongruent,go,g,g,533.0580371082759,1.0
7.0,57.0,16.0,male,Female,incongruent,go,g,g,652.7482080855407,1.0
7.0,58.0,52.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,59.0,98.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,60.0,84.0,female,Female,congruent,nogo,None,None,,1.0
7.0,61.0,73.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,62.0,76.0,female,Female,congruent,nogo,None,None,,1.0
7.0,63.0,37.0,male,Female,incongruent,go,g,g,502.67553530284204,1.0
7.0,64.0,33.0,male,Male,congruent,go,g,g,500.1682869042271,1.0
7.0,65.0,25.0,male,Male,congruent,go,g,g,652.7349262323696,1.0
7.0,66.0,75.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,67.0,26.0,male,Female,incongruent,go,g,g,599.8490700440016,1.0
7.0,68.0,2.0,male,Female,incongruent,go,g,g,519.1582938132342,1.0
7.0,69.0,21.0,male,Female,incongruent,go,g,g,569.4173650990706,1.0
7.0,70.0,35.0,male,Male,congruent,go,g,g,383.35212410311215,1.0
7.0,71.0,62.0,female,Female,congruent,nogo,None,None,,1.0
7.0,72.0,3.0,male,Female,incongruent,go,g,g,619.2040255991742,1.0
7.0,73.0,99.0,female,Female,congruent,nogo,None,None,,1.0
7.0,74.0,72.0,female,Female,congruent,nogo,None,None,,1.0
7.0,75.0,55.0,female,Female,congruent,nogo,None,None,,1.0
7.0,76.0,85.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,77.0,74.0,female,Male,incongruent,nogo,None,g,519.3744255229831,0.0
7.0,78.0,63.0,female,Female,congruent,nogo,None,None,,1.0
7.0,79.0,32.0,male,Female,incongruent,go,g,g,502.5707899185363,1.0
7.0,80.0,1.0,male,Male,congruent,go,g,g,550.4240377049427,1.0
7.0,81.0,46.0,male,Female,incongruent,go,g,g,633.5022239654791,1.0
7.0,82.0,94.0,female,Female,congruent,nogo,None,None,,1.0
7.0,83.0,42.0,male,Male,congruent,go,g,g,516.5127935761121,1.0
7.0,84.0,81.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,85.0,96.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,86.0,39.0,male,Female,incongruent,go,g,None,,0.0
7.0,87.0,67.0,female,Female,congruent,nogo,None,g,0.08150216308422387,0.0
7.0,88.0,27.0,male,Male,congruent,go,g,g,617.1933367440943,1.0
7.0,89.0,12.0,male,Male,congruent,go,g,g,619.4862646225374,1.0
7.0,90.0,66.0,female,Female,congruent,nogo,None,None,,1.0
7.0,91.0,91.0,female,Female,congruent,nogo,None,None,,1.0
7.0,92.0,31.0,male,Female,incongruent,go,g,g,536.1976819986012,1.0
7.0,93.0,90.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,94.0,48.0,male,Male,congruent,go,g,g,535.9987563278992,1.0
7.0,95.0,70.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,96.0,5.0,male,Female,incongruent,go,g,g,583.0514716217294,1.0
7.0,97.0,57.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,98.0,24.0,male,Male,congruent,go,g,g,486.0973890754394,1.0
7.0,99.0,20.0,male,Female,incongruent,go,g,g,616.7496026901063,1.0
7.0,100.0,79.0,female,Female,congruent,nogo,None,None,,1.0
7.0,101.0,0.0,male,Female,incongruent,go,g,g,502.68640226568107,1.0
7.0,102.0,53.0,female,Female,congruent,nogo,None,None,,1.0
7.0,103.0,6.0,male,Female,incongruent,go,g,g,502.6930432068184,1.0
7.0,104.0,19.0,male,Male,congruent,go,g,g,617.0040705765132,1.0
7.0,105.0,56.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,106.0,43.0,male,Male,congruent,go,g,g,535.9583070967346,1.0
7.0,107.0,14.0,male,Female,incongruent,go,g,g,733.4429085021839,1.0
7.0,108.0,13.0,male,Male,congruent,go,g,g,600.1989256765228,1.0
7.0,109.0,87.0,female,Female,congruent,nogo,None,None,,1.0
7.0,110.0,8.0,male,Male,congruent,go,g,g,483.7612952396739,1.0
7.0,111.0,41.0,male,Male,congruent,go,g,g,586.1675715132151,1.0
7.0,112.0,92.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,113.0,44.0,male,Male,congruent,go,g,g,519.4278547132853,1.0
7.0,114.0,86.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,115.0,64.0,female,Female,congruent,nogo,None,None,,1.0
7.0,116.0,45.0,male,Female,incongruent,go,g,g,536.107727792114,1.0
7.0,117.0,58.0,female,Female,congruent,nogo,None,None,,1.0
7.0,118.0,7.0,male,Male,congruent,go,g,g,483.6366270901635,1.0
7.0,119.0,89.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,120.0,22.0,male,Male,congruent,go,g,g,486.0584491107147,1.0
7.0,121.0,68.0,female,Female,congruent,nogo,None,None,,1.0
7.0,122.0,47.0,male,Female,incongruent,go,g,g,502.2200286912266,1.0
7.0,123.0,78.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,124.0,69.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,125.0,18.0,male,Male,congruent,go,g,g,519.4381179462653,1.0
7.0,126.0,23.0,male,Male,congruent,go,g,g,569.5193937572185,1.0
7.0,127.0,59.0,female,Female,congruent,nogo,None,None,,1.0
7.0,128.0,60.0,female,Female,congruent,nogo,None,None,,1.0
7.0,129.0,36.0,male,Female,incongruent,go,g,g,552.7332660276443,1.0
7.0,130.0,30.0,male,Female,incongruent,go,g,g,469.2871125589591,1.0
7.0,131.0,97.0,female,Female,congruent,nogo,None,None,,1.0
7.0,132.0,71.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,133.0,61.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,134.0,28.0,male,Male,congruent,go,g,g,536.1101426242385,1.0
7.0,135.0,51.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,136.0,11.0,male,Female,incongruent,go,g,g,516.4442714012694,1.0
7.0,137.0,16.0,male,Female,incongruent,go,g,None,,0.0
7.0,138.0,52.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,139.0,98.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,140.0,84.0,female,Female,congruent,nogo,None,None,,1.0
7.0,141.0,73.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,142.0,76.0,female,Female,congruent,nogo,None,None,,1.0
7.0,143.0,37.0,male,Female,incongruent,go,g,g,586.2774484849069,1.0
7.0,144.0,33.0,male,Male,congruent,go,g,g,483.7495226820465,1.0
7.0,145.0,25.0,male,Male,congruent,go,g,g,619.5182617811952,1.0
7.0,146.0,75.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,147.0,26.0,male,Female,incongruent,go,g,g,583.2488880259916,1.0
7.0,148.0,2.0,male,Female,incongruent,go,g,g,636.0484122706112,1.0
7.0,149.0,21.0,male,Female,incongruent,go,g,g,602.9280411312357,1.0
7.0,150.0,35.0,male,Male,congruent,go,g,g,466.9682247331366,1.0
7.0,151.0,62.0,female,Female,congruent,nogo,None,None,,1.0
7.0,152.0,3.0,male,Female,incongruent,go,g,g,786.2895229191054,1.0
7.0,153.0,99.0,female,Female,congruent,nogo,None,None,,1.0
7.0,154.0,72.0,female,Female,congruent,nogo,None,None,,1.0
7.0,155.0,55.0,female,Female,congruent,nogo,None,None,,1.0
7.0,156.0,85.0,female,Male,incongruent,nogo,None,None,,1.0
7.0,157.0,74.0,female,Male,incongruent,nogo,None,g,569.5670876302756,0.0
7.0,158.0,63.0,female,Female,congruent,nogo,None,None,,1.0
7.0,159.0,32.0,male,Female,incongruent,go,g,g,552.8310686058829,1.0
8.0,0.0,56.0,female,Female,congruent,go,g,None,,0.0
8.0,1.0,47.0,male,Male,congruent,nogo,None,None,,1.0
8.0,2.0,5.0,male,Male,congruent,nogo,None,None,,1.0
8.0,3.0,58.0,female,Female,congruent,go,g,g,399.7848948929459,1.0
8.0,4.0,32.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,5.0,67.0,female,Female,congruent,go,g,g,419.1250359581318,1.0
8.0,6.0,22.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,7.0,1.0,male,Male,congruent,nogo,None,None,,1.0
8.0,8.0,68.0,female,Male,incongruent,go,g,g,419.2065380339045,1.0
8.0,9.0,99.0,female,Male,incongruent,go,g,g,652.5593614205718,1.0
8.0,10.0,49.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,11.0,70.0,female,Male,incongruent,go,g,g,383.1192293728236,1.0
8.0,12.0,33.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,13.0,18.0,male,Male,congruent,nogo,None,None,,1.0
8.0,14.0,92.0,female,Female,congruent,go,g,g,382.972223800607,1.0
8.0,15.0,4.0,male,Male,congruent,nogo,None,None,,1.0
8.0,16.0,16.0,male,Male,congruent,nogo,None,None,,1.0
8.0,17.0,51.0,female,Female,congruent,go,g,g,383.0552351428196,1.0
8.0,18.0,89.0,female,Male,incongruent,go,g,g,650.3198654681911,1.0
8.0,19.0,85.0,female,Female,congruent,go,g,g,382.9595457063988,1.0
8.0,20.0,21.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,21.0,93.0,female,Male,incongruent,go,g,g,450.20992823992856,1.0
8.0,22.0,38.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,23.0,60.0,female,Male,incongruent,go,g,g,383.5385122802109,1.0
8.0,24.0,14.0,male,Male,congruent,nogo,None,None,,1.0
8.0,25.0,42.0,male,Male,congruent,nogo,None,None,,1.0
8.0,26.0,83.0,female,Female,congruent,go,g,g,399.77191493380815,1.0
8.0,27.0,46.0,male,Male,congruent,nogo,None,None,,1.0
8.0,28.0,53.0,female,Female,congruent,go,g,g,366.3705525104888,1.0
8.0,29.0,13.0,male,Male,congruent,nogo,None,None,,1.0
8.0,30.0,35.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,31.0,69.0,female,Female,congruent,go,g,g,369.2804785387125,1.0
8.0,32.0,77.0,female,Male,incongruent,go,g,g,583.6635425221175,1.0
8.0,33.0,96.0,female,Male,incongruent,go,g,g,419.3149056227412,1.0
8.0,34.0,95.0,female,Male,incongruent,go,g,g,452.6773281395435,1.0
8.0,35.0,12.0,male,Male,congruent,nogo,None,None,,1.0
8.0,36.0,80.0,female,Male,incongruent,go,g,g,636.2272507394664,1.0
8.0,37.0,6.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,38.0,15.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,39.0,71.0,female,Male,incongruent,go,g,g,416.7804928438272,1.0
8.0,40.0,36.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,41.0,62.0,female,Female,congruent,go,g,g,419.1410345083568,1.0
8.0,42.0,11.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,43.0,24.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,44.0,94.0,female,Female,congruent,go,g,g,385.9878006624058,1.0
8.0,45.0,90.0,female,Male,incongruent,go,g,g,433.6810051172506,1.0
8.0,46.0,30.0,male,Male,congruent,nogo,None,None,,1.0
8.0,47.0,91.0,female,Female,congruent,go,g,g,416.48135005380027,1.0
8.0,48.0,26.0,male,Male,congruent,nogo,None,None,,1.0
8.0,49.0,59.0,female,Male,incongruent,go,g,g,386.1052240245044,1.0
8.0,50.0,48.0,male,Male,congruent,nogo,None,None,,1.0
8.0,51.0,34.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,52.0,20.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,53.0,44.0,male,Male,congruent,nogo,None,None,,1.0
8.0,54.0,23.0,male,Male,congruent,nogo,None,None,,1.0
8.0,55.0,8.0,male,Male,congruent,nogo,None,None,,1.0
8.0,56.0,88.0,female,Male,incongruent,go,g,g,369.4419733947143,1.0
8.0,57.0,78.0,female,Female,congruent,go,g,g,433.4790610591881,1.0
8.0,58.0,79.0,female,Male,incongruent,go,g,g,467.0618410455063,1.0
8.0,59.0,66.0,female,Male,incongruent,go,g,g,452.78961991425604,1.0
8.0,60.0,61.0,female,Male,incongruent,go,g,g,436.0982963407878,1.0
8.0,61.0,97.0,female,Female,congruent,go,g,g,483.3592379291076,1.0
8.0,62.0,43.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,63.0,37.0,male,Male,congruent,nogo,None,None,,1.0
8.0,64.0,54.0,female,Female,congruent,go,g,g,416.60692365258,1.0
8.0,65.0,76.0,female,Male,incongruent,go,g,g,383.699705300387,1.0
8.0,66.0,72.0,female,Female,congruent,go,g,g,499.9252897687256,1.0
8.0,67.0,81.0,female,Female,congruent,go,g,g,436.0816940607037,1.0
8.0,68.0,65.0,female,Male,incongruent,go,g,g,400.5009057291318,1.0
8.0,69.0,41.0,male,Male,congruent,nogo,None,None,,1.0
8.0,70.0,0.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,71.0,31.0,male,Male,congruent,nogo,None,None,,1.0
8.0,72.0,7.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,73.0,82.0,female,Female,congruent,go,g,g,417.5291045394261,1.0
8.0,74.0,39.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,75.0,63.0,female,Female,congruent,go,g,g,369.4075614039321,1.0
8.0,76.0,45.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,77.0,98.0,female,Female,congruent,go,g,g,419.44289405364543,1.0
8.0,78.0,50.0,female,Male,incongruent,go,g,g,400.3711061377544,1.0
8.0,79.0,40.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,80.0,56.0,female,Female,congruent,go,g,g,369.33602069620974,1.0
8.0,81.0,47.0,male,Male,congruent,nogo,None,None,,1.0
8.0,82.0,5.0,male,Male,congruent,nogo,None,None,,1.0
8.0,83.0,58.0,female,Female,congruent,go,g,g,399.9382395413704,1.0
8.0,84.0,32.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,85.0,67.0,female,Female,congruent,go,g,g,385.9986675961409,1.0
8.0,86.0,22.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,87.0,1.0,male,Male,congruent,nogo,None,None,,1.0
8.0,88.0,68.0,female,Male,incongruent,go,g,g,502.85936452564783,1.0
8.0,89.0,99.0,female,Male,incongruent,go,g,g,552.941485424526,1.0
8.0,90.0,49.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,91.0,70.0,female,Male,incongruent,go,g,g,383.6613691528328,1.0
8.0,92.0,33.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,93.0,18.0,male,Male,congruent,nogo,None,None,,1.0
8.0,94.0,92.0,female,Female,congruent,go,g,g,383.1337186566088,1.0
8.0,95.0,4.0,male,Male,congruent,nogo,None,None,,1.0
8.0,96.0,16.0,male,Male,congruent,nogo,None,None,,1.0
8.0,97.0,51.0,female,Female,congruent,go,g,g,433.3670711785089,1.0
8.0,98.0,89.0,female,Male,incongruent,go,g,g,466.8701602204237,1.0
8.0,99.0,85.0,female,Female,congruent,go,g,g,416.6627676459029,1.0
8.0,100.0,21.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,101.0,93.0,female,Male,incongruent,go,g,g,466.901251784293,1.0
8.0,102.0,38.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,103.0,60.0,female,Male,incongruent,go,g,g,417.1496670751367,1.0
8.0,104.0,14.0,male,Male,congruent,nogo,None,None,,1.0
8.0,105.0,42.0,male,Male,congruent,nogo,None,None,,1.0
8.0,106.0,83.0,female,Female,congruent,go,g,g,383.3145325188525,1.0
8.0,107.0,46.0,male,Male,congruent,nogo,None,None,,1.0
8.0,108.0,53.0,female,Female,congruent,go,g,g,516.7497333895881,1.0
8.0,109.0,13.0,male,Male,congruent,nogo,None,None,,1.0
8.0,110.0,35.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,111.0,69.0,female,Female,congruent,go,g,g,436.2917882972397,1.0
8.0,112.0,77.0,female,Male,incongruent,go,g,g,450.4586604889482,1.0
8.0,113.0,96.0,female,Male,incongruent,go,g,g,486.3183670386206,1.0
8.0,114.0,95.0,female,Male,incongruent,go,g,g,469.5289391383994,1.0
8.0,115.0,12.0,male,Male,congruent,nogo,None,None,,1.0
8.0,116.0,80.0,female,Male,incongruent,go,g,g,452.8898372664116,1.0
8.0,117.0,6.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,118.0,15.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,119.0,71.0,female,Male,incongruent,go,g,g,433.89441980980337,1.0
8.0,120.0,36.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,121.0,62.0,female,Female,congruent,go,g,g,401.3518478022888,1.0
8.0,122.0,11.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,123.0,24.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,124.0,94.0,female,Female,congruent,go,g,g,486.3062926742714,1.0
8.0,125.0,90.0,female,Male,incongruent,go,g,g,533.9201080205385,1.0
8.0,126.0,30.0,male,Male,congruent,nogo,None,None,,1.0
8.0,127.0,91.0,female,Female,congruent,go,g,g,416.6512969823089,1.0
8.0,128.0,26.0,male,Male,congruent,nogo,None,None,,1.0
8.0,129.0,59.0,female,Male,incongruent,go,g,g,419.5397909788881,1.0
8.0,130.0,48.0,male,Male,congruent,nogo,None,None,,1.0
8.0,131.0,34.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,132.0,20.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,133.0,44.0,male,Male,congruent,nogo,None,None,,1.0
8.0,134.0,23.0,male,Male,congruent,nogo,None,None,,1.0
8.0,135.0,8.0,male,Male,congruent,nogo,None,None,,1.0
8.0,136.0,88.0,female,Male,incongruent,go,g,g,502.7817866357509,1.0
8.0,137.0,78.0,female,Female,congruent,go,g,g,483.5267699381802,1.0
8.0,138.0,79.0,female,Male,incongruent,go,g,g,567.3051700287033,1.0
8.0,139.0,66.0,female,Male,incongruent,go,g,g,486.2797290261369,1.0
8.0,140.0,61.0,female,Male,incongruent,go,g,g,486.2845587485936,1.0
8.0,141.0,97.0,female,Female,congruent,go,g,g,433.3848808892071,1.0
8.0,142.0,43.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,143.0,37.0,male,Male,congruent,nogo,None,None,,1.0
8.0,144.0,54.0,female,Female,congruent,go,g,g,449.8144921963103,1.0
8.0,145.0,76.0,female,Male,incongruent,go,g,g,600.6509902945254,1.0
8.0,146.0,72.0,female,Female,congruent,go,g,g,500.0876901904121,1.0
8.0,147.0,81.0,female,Female,congruent,go,g,g,486.2090938840993,1.0
8.0,148.0,65.0,female,Male,incongruent,go,g,g,417.2483751608525,1.0
8.0,149.0,41.0,male,Male,congruent,nogo,None,None,,1.0
8.0,150.0,0.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,151.0,31.0,male,Male,congruent,nogo,None,None,,1.0
8.0,152.0,7.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,153.0,82.0,female,Female,congruent,go,g,g,369.5304182474501,1.0
8.0,154.0,39.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,155.0,63.0,female,Female,congruent,go,g,g,419.4516479910817,1.0
8.0,156.0,45.0,male,Female,incongruent,nogo,None,None,,1.0
8.0,157.0,98.0,female,Female,congruent,go,g,g,419.4501386664342,1.0
8.0,158.0,50.0,female,Male,incongruent,go,g,g,583.9952861715574,1.0
8.0,159.0,40.0,male,Female,incongruent,nogo,None,None,,1.0
9.0,0.0,78.0,female,Female,congruent,nogo,None,None,,1.0
