pid,tid,picid,picgender,stroopWord,congruency,response,correctAns,sbjResp,sbjRT,sbjACC
1.0,0.0,50.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,1.0,64.0,female,Female,congruent,nogo,None,None,,1.0
1.0,2.0,27.0,male,Female,incongruent,go,g,g,318.3279868680984,1.0
1.0,3.0,16.0,male,Female,incongruent,go,g,g,485.0586981046945,1.0
1.0,4.0,15.0,male,Female,incongruent,go,g,g,468.377627665177,1.0
1.0,5.0,54.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,6.0,20.0,male,Female,incongruent,go,g,g,399.2113007698208,1.0
1.0,7.0,74.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,8.0,35.0,male,Male,congruent,go,g,g,418.5396812390536,1.0
1.0,9.0,40.0,male,Female,incongruent,go,g,g,481.5248262602836,1.0
1.0,10.0,82.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,11.0,85.0,female,Female,congruent,nogo,None,None,,1.0
1.0,12.0,34.0,male,Female,incongruent,go,g,g,451.6029807273298,1.0
1.0,13.0,93.0,female,Female,congruent,nogo,None,None,,1.0
1.0,14.0,79.0,female,Female,congruent,nogo,None,None,,1.0
1.0,15.0,53.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,16.0,78.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,17.0,69.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,18.0,14.0,male,Female,incongruent,go,g,g,448.5309545416385,1.0
1.0,19.0,18.0,male,Male,congruent,go,g,g,515.5006479471922,1.0
1.0,20.0,44.0,male,Female,incongruent,go,g,g,398.2429348398,1.0
1.0,21.0,96.0,female,Female,congruent,nogo,None,None,,1.0
1.0,22.0,29.0,male,Female,incongruent,go,g,g,584.8918601404876,1.0
1.0,23.0,67.0,female,Female,congruent,nogo,None,None,,1.0
1.0,24.0,45.0,male,Male,congruent,go,g,g,382.4182404205203,1.0
1.0,25.0,9.0,male,Female,incongruent,go,g,g,531.7630388308316,1.0
1.0,26.0,19.0,male,Female,incongruent,go,g,g,431.9651944097132,1.0
1.0,27.0,51.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,28.0,43.0,male,Male,congruent,go,g,g,366.9452127069235,1.0
1.0,29.0,2.0,male,Female,incongruent,go,g,g,414.6782914176583,1.0
1.0,30.0,42.0,male,Female,incongruent,go,g,g,517.0328877866268,1.0
1.0,31.0,80.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,32.0,72.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,33.0,94.0,female,Female,congruent,nogo,None,None,,1.0
1.0,34.0,47.0,male,Male,congruent,go,g,g,381.3366771209985,1.0
1.0,35.0,73.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,36.0,1.0,male,Female,incongruent,go,g,g,414.1120025888085,1.0
1.0,37.0,7.0,male,Male,congruent,go,g,g,531.4820075873286,1.0
1.0,38.0,26.0,male,Female,incongruent,go,g,g,480.8166634757072,1.0
1.0,39.0,71.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,40.0,92.0,female,Female,congruent,nogo,None,None,,1.0
1.0,41.0,3.0,male,Male,congruent,go,g,g,363.5909475851804,1.0
1.0,42.0,21.0,male,Male,congruent,go,g,g,501.56529364176106,1.0
1.0,43.0,63.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,44.0,12.0,male,Male,congruent,go,g,g,385.2680982090533,1.0
1.0,45.0,25.0,male,Male,congruent,go,g,g,552.2553902119398,1.0
1.0,46.0,65.0,female,Female,congruent,nogo,None,None,,1.0
1.0,47.0,99.0,female,Female,congruent,nogo,None,None,,1.0
1.0,48.0,38.0,male,Male,congruent,go,g,g,366.4063930045813,1.0
1.0,49.0,22.0,male,Female,incongruent,go,g,g,532.7359328512102,1.0
1.0,50.0,17.0,male,Female,incongruent,go,g,g,418.5484352055937,1.0
1.0,51.0,0.0,male,Female,incongruent,go,g,g,435.2726715151221,1.0
1.0,52.0,70.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,53.0,88.0,female,Female,congruent,nogo,None,None,,1.0
1.0,54.0,83.0,female,Female,congruent,nogo,None,None,,1.0
1.0,55.0,11.0,male,Male,congruent,go,g,g,316.05981290340424,1.0
1.0,56.0,33.0,male,Female,incongruent,go,g,g,432.55714140832407,1.0
1.0,57.0,90.0,female,Female,congruent,nogo,None,None,,1.0
1.0,58.0,68.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,59.0,61.0,female,Female,congruent,nogo,None,None,,1.0
1.0,60.0,30.0,male,Male,congruent,go,g,g,382.8335995785892,1.0
1.0,61.0,56.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,62.0,59.0,female,Female,congruent,nogo,None,None,,1.0
1.0,63.0,52.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,64.0,41.0,male,Male,congruent,go,g,g,468.7649137340486,1.0
1.0,65.0,32.0,male,Male,congruent,go,g,g,468.5756477992982,1.0
1.0,66.0,84.0,female,Female,congruent,nogo,None,None,,1.0
1.0,67.0,57.0,female,Female,congruent,nogo,None,None,,1.0
1.0,68.0,31.0,male,Male,congruent,go,g,g,449.8395163100213,1.0
1.0,69.0,91.0,female,Female,congruent,nogo,None,None,,1.0
1.0,70.0,86.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,71.0,87.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,72.0,58.0,female,Female,congruent,nogo,None,None,,1.0
1.0,73.0,6.0,male,Male,congruent,go,g,g,383.45150649547577,1.0
1.0,74.0,39.0,male,Male,congruent,go,g,g,369.0829833503813,1.0
1.0,75.0,28.0,male,Female,incongruent,go,g,g,433.28190641477687,1.0
1.0,76.0,48.0,male,Male,congruent,go,g,g,366.8697478715329,1.0
1.0,77.0,37.0,male,Male,congruent,go,g,g,419.2728984635323,1.0
1.0,78.0,77.0,female,Female,congruent,nogo,None,None,,1.0
1.0,79.0,75.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,80.0,50.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,81.0,64.0,female,Female,congruent,nogo,None,None,,1.0
1.0,82.0,27.0,male,Female,incongruent,go,g,g,418.9438712783158,1.0
1.0,83.0,16.0,male,Female,incongruent,go,g,g,502.71236058324575,1.0
1.0,84.0,15.0,male,Female,incongruent,go,g,g,419.251466402784,1.0
1.0,85.0,54.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,86.0,20.0,male,Female,incongruent,go,g,g,499.6204113122076,1.0
1.0,87.0,74.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,88.0,35.0,male,Male,congruent,go,g,g,402.7125719003379,1.0
1.0,89.0,40.0,male,Female,incongruent,go,g,g,516.2728049326688,1.0
1.0,90.0,82.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,91.0,85.0,female,Female,congruent,nogo,None,None,,1.0
1.0,92.0,34.0,male,Female,incongruent,go,g,g,369.03710081242025,1.0
1.0,93.0,93.0,female,Female,congruent,nogo,None,None,,1.0
1.0,94.0,79.0,female,Female,congruent,nogo,None,None,,1.0
1.0,95.0,53.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,96.0,78.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,97.0,69.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,98.0,14.0,male,Female,incongruent,go,g,g,416.32704925723374,1.0
1.0,99.0,18.0,male,Male,congruent,go,g,g,483.3752266131342,1.0
1.0,100.0,44.0,male,Female,incongruent,go,g,g,482.7811666764319,1.0
1.0,101.0,96.0,female,Female,congruent,nogo,None,None,,1.0
1.0,102.0,29.0,male,Female,incongruent,go,g,g,469.2059308290482,1.0
1.0,103.0,67.0,female,Female,congruent,nogo,None,None,,1.0
1.0,104.0,45.0,male,Male,congruent,go,g,g,400.05680988542736,1.0
1.0,105.0,9.0,male,Female,incongruent,go,g,g,866.7295339982957,1.0
1.0,106.0,19.0,male,Female,incongruent,go,g,g,469.2110624164343,1.0
1.0,107.0,51.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,108.0,43.0,male,Male,congruent,go,g,g,402.55892532877607,1.0
1.0,109.0,2.0,male,Female,incongruent,go,g,g,366.1111742258072,1.0
1.0,110.0,42.0,male,Female,incongruent,go,g,g,485.7505606487394,1.0
1.0,111.0,80.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,112.0,72.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,113.0,94.0,female,Female,congruent,nogo,None,g,449.8392145615071,0.0
1.0,114.0,47.0,male,Male,congruent,go,g,g,433.4467221051455,1.0
1.0,115.0,73.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,116.0,1.0,male,Female,incongruent,go,g,g,466.3177367765456,1.0
1.0,117.0,7.0,male,Male,congruent,go,g,g,499.9684556387365,1.0
1.0,118.0,26.0,male,Female,incongruent,go,g,g,416.3478775881231,1.0
1.0,119.0,71.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,120.0,92.0,female,Female,congruent,nogo,None,None,,1.0
1.0,121.0,3.0,male,Male,congruent,go,g,g,450.0930784270168,1.0
1.0,122.0,21.0,male,Male,congruent,go,g,g,469.2590583581477,1.0
1.0,123.0,63.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,124.0,12.0,male,Male,congruent,go,g,g,452.2972581908107,1.0
1.0,125.0,25.0,male,Male,congruent,go,g,g,369.04525104910135,1.0
1.0,126.0,65.0,female,Female,congruent,nogo,None,None,,1.0
1.0,127.0,99.0,female,Female,congruent,nogo,None,None,,1.0
1.0,128.0,38.0,male,Male,congruent,go,g,g,383.59096576459706,1.0
1.0,129.0,22.0,male,Female,incongruent,go,g,g,550.0276654493064,1.0
1.0,130.0,17.0,male,Female,incongruent,go,g,g,352.2853951435536,1.0
1.0,131.0,0.0,male,Female,incongruent,go,g,g,369.1315827891231,1.0
1.0,132.0,70.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,133.0,88.0,female,Female,congruent,nogo,None,None,,1.0
1.0,134.0,83.0,female,Female,congruent,nogo,None,None,,1.0
1.0,135.0,11.0,male,Male,congruent,go,g,g,365.6236708629877,1.0
1.0,136.0,33.0,male,Female,incongruent,go,g,g,416.1251052282751,1.0
1.0,137.0,90.0,female,Female,congruent,nogo,None,None,,1.0
1.0,138.0,68.0,female,Male,incongruent,nogo,None,g,366.739344317466,0.0
1.0,139.0,61.0,female,Female,congruent,nogo,None,None,,1.0
1.0,140.0,30.0,male,Male,congruent,go,g,g,382.6784435659647,1.0
1.0,141.0,56.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,142.0,59.0,female,Female,congruent,nogo,None,None,,1.0
1.0,143.0,52.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,144.0,41.0,male,Male,congruent,go,g,g,402.4578023236245,1.0
1.0,145.0,32.0,male,Male,congruent,go,g,g,502.5067941751331,1.0
1.0,146.0,84.0,female,Female,congruent,nogo,None,None,,1.0
1.0,147.0,57.0,female,Female,congruent,nogo,None,None,,1.0
1.0,148.0,31.0,male,Male,congruent,go,g,g,467.0117122586817,1.0
1.0,149.0,91.0,female,Female,congruent,nogo,None,None,,1.0
1.0,150.0,86.0,female,Male,incongruent,nogo,None,None,,1.0
1.0,151.0,87.0,female,Male,incongruent,nogo,None,g,752.8689503669739,0.0
1.0,152.0,58.0,female,Female,congruent,nogo,None,None,,1.0
1.0,153.0,6.0,male,Male,congruent,go,g,g,383.3899269811809,1.0
1.0,154.0,39.0,male,Male,congruent,go,g,g,369.1152823157609,1.0
1.0,155.0,28.0,male,Female,incongruent,go,g,g,549.8604353051633,1.0
1.0,156.0,48.0,male,Male,congruent,go,g,g,500.283295288682,1.0
1.0,157.0,37.0,male,Male,congruent,go,g,g,335.9218812547624,1.0
1.0,158.0,77.0,female,Female,congruent,nogo,None,None,,1.0
1.0,159.0,75.0,female,Male,incongruent,nogo,None,None,,1.0
2.0,0.0,35.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,1.0,53.0,female,Female,congruent,go,g,g,451.5434851928149,1.0
2.0,2.0,59.0,female,Male,incongruent,go,g,g,615.5518225568812,1.0
2.0,3.0,72.0,female,Female,congruent,go,g,g,615.7975365349557,1.0
2.0,4.0,15.0,male,Male,congruent,nogo,None,None,,1.0
2.0,5.0,77.0,female,Female,congruent,go,g,g,499.2907801351976,1.0
2.0,6.0,96.0,female,Female,congruent,go,g,None,,0.0
2.0,7.0,56.0,female,Female,congruent,go,g,g,0.0905579945538193,1.0
2.0,8.0,70.0,female,Male,incongruent,go,g,g,499.5606429001782,1.0
2.0,9.0,47.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,10.0,76.0,female,Female,congruent,go,g,g,569.1348242107779,1.0
2.0,11.0,40.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,12.0,97.0,female,Female,congruent,go,g,g,435.7559100608341,1.0
2.0,13.0,4.0,male,Male,congruent,nogo,None,None,,1.0
2.0,14.0,79.0,female,Male,incongruent,go,g,g,485.8507695025765,1.0
2.0,15.0,62.0,female,Female,congruent,go,g,g,432.8713367285673,1.0
2.0,16.0,12.0,male,Male,congruent,nogo,None,None,,1.0
2.0,17.0,51.0,female,Male,incongruent,go,g,g,385.7271578744985,1.0
2.0,18.0,50.0,female,Female,congruent,go,g,g,499.6533138910309,1.0
2.0,19.0,21.0,male,Male,congruent,nogo,None,None,,1.0
2.0,20.0,86.0,female,Male,incongruent,go,g,g,418.9085047692061,1.0
2.0,21.0,64.0,female,Female,congruent,go,g,g,433.0503396631684,1.0
2.0,22.0,33.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,23.0,75.0,female,Female,congruent,go,g,g,318.9448788762093,1.0
2.0,24.0,94.0,female,Female,congruent,go,g,g,502.413520909613,1.0
2.0,25.0,58.0,female,Male,incongruent,go,g,None,,0.0
2.0,26.0,73.0,female,Male,incongruent,go,g,g,585.7667015516199,1.0
2.0,27.0,20.0,male,Male,congruent,nogo,None,None,,1.0
2.0,28.0,83.0,female,Male,incongruent,go,g,g,385.4533709527459,1.0
2.0,29.0,55.0,female,Male,incongruent,go,g,g,469.1422197793145,1.0
2.0,30.0,11.0,male,Male,congruent,nogo,None,None,,1.0
2.0,31.0,85.0,female,Male,incongruent,go,g,g,334.0680603578221,1.0
2.0,32.0,18.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,33.0,25.0,male,Male,congruent,nogo,None,None,,1.0
2.0,34.0,93.0,female,Male,incongruent,go,g,None,,0.0
2.0,35.0,2.0,male,Female,incongruent,nogo,None,g,382.4326588364784,0.0
2.0,36.0,44.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,37.0,80.0,female,Female,congruent,go,g,g,351.8153100158088,1.0
2.0,38.0,95.0,female,Female,congruent,go,g,g,518.0827669682913,1.0
2.0,39.0,32.0,male,Male,congruent,nogo,None,None,,1.0
2.0,40.0,99.0,female,Male,incongruent,go,g,g,402.0179334911518,1.0
2.0,41.0,23.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,42.0,60.0,female,Female,congruent,go,g,g,402.4864200910088,1.0
2.0,43.0,29.0,male,Male,congruent,nogo,None,None,,1.0
2.0,44.0,49.0,male,Male,congruent,nogo,None,None,,1.0
2.0,45.0,10.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,46.0,39.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,47.0,52.0,female,Male,incongruent,go,g,g,366.95720683201216,1.0
2.0,48.0,74.0,female,Male,incongruent,go,g,g,452.8179377375636,1.0
2.0,49.0,16.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,50.0,92.0,female,Male,incongruent,go,g,g,383.6286277801264,1.0
2.0,51.0,17.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,52.0,3.0,male,Male,congruent,nogo,None,None,,1.0
2.0,53.0,28.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,54.0,38.0,male,Male,congruent,nogo,None,None,,1.0
2.0,55.0,63.0,female,Female,congruent,go,g,g,416.7230390012264,1.0
2.0,56.0,0.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,57.0,13.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,58.0,31.0,male,Male,congruent,nogo,None,None,,1.0
2.0,59.0,41.0,male,Male,congruent,nogo,None,None,,1.0
2.0,60.0,26.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,61.0,66.0,female,Male,incongruent,go,g,g,400.4838814435061,1.0
2.0,62.0,91.0,female,Male,incongruent,go,g,g,452.7337188192178,1.0
2.0,63.0,87.0,female,Female,congruent,go,g,g,433.0485285026953,1.0
2.0,64.0,84.0,female,Male,incongruent,go,g,g,399.94626893894747,1.0
2.0,65.0,71.0,female,Male,incongruent,go,g,g,452.8291065362282,1.0
2.0,66.0,7.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,67.0,8.0,male,Male,congruent,nogo,None,None,,1.0
2.0,68.0,98.0,female,Female,congruent,go,g,g,433.3494828315452,1.0
2.0,69.0,61.0,female,Female,congruent,go,g,g,552.8754420229234,1.0
2.0,70.0,9.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,71.0,45.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,72.0,34.0,male,Male,congruent,nogo,None,None,,1.0
2.0,73.0,46.0,male,Female,incongruent,nogo,None,g,416.6448572650552,0.0
2.0,74.0,48.0,male,Male,congruent,nogo,None,None,,1.0
2.0,75.0,42.0,male,Male,congruent,nogo,None,None,,1.0
2.0,76.0,69.0,female,Male,incongruent,go,g,g,419.4524563208688,1.0
2.0,77.0,90.0,female,Female,congruent,go,g,g,499.813903355971,1.0
2.0,78.0,30.0,male,Male,congruent,nogo,None,None,,1.0
2.0,79.0,5.0,male,Male,congruent,nogo,None,None,,1.0
2.0,80.0,35.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,81.0,53.0,female,Female,congruent,go,g,g,419.41925170249306,1.0
2.0,82.0,59.0,female,Male,incongruent,go,g,g,633.8795488409232,1.0
2.0,83.0,72.0,female,Female,congruent,go,g,g,449.879633350065,1.0
2.0,84.0,15.0,male,Male,congruent,nogo,None,None,,1.0
2.0,85.0,77.0,female,Female,congruent,go,g,g,349.9356283573434,1.0
2.0,86.0,96.0,female,Female,congruent,go,g,g,402.9570196580608,1.0
2.0,87.0,56.0,female,Female,congruent,go,g,g,419.3570685747545,1.0
2.0,88.0,70.0,female,Male,incongruent,go,g,g,450.3393660124857,1.0
2.0,89.0,47.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,90.0,76.0,female,Female,congruent,go,g,g,402.5528292404488,1.0
2.0,91.0,40.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,92.0,97.0,female,Female,congruent,go,g,g,385.9825313556939,1.0
2.0,93.0,4.0,male,Male,congruent,nogo,None,None,,1.0
2.0,94.0,79.0,female,Male,incongruent,go,g,g,352.6940242445562,1.0
2.0,95.0,62.0,female,Female,congruent,go,g,g,399.831260292558,1.0
2.0,96.0,12.0,male,Male,congruent,nogo,None,None,,1.0
2.0,97.0,51.0,female,Male,incongruent,go,g,g,335.79198230290785,1.0
2.0,98.0,50.0,female,Female,congruent,go,g,g,483.4331735037267,1.0
2.0,99.0,21.0,male,Male,congruent,nogo,None,None,,1.0
2.0,100.0,86.0,female,Male,incongruent,go,g,g,386.0561851761304,1.0
2.0,101.0,64.0,female,Female,congruent,go,g,g,483.4026856697165,1.0
2.0,102.0,33.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,103.0,75.0,female,Female,congruent,go,g,g,419.4032531231642,1.0
2.0,104.0,94.0,female,Female,congruent,go,g,g,502.80473136808723,1.0
2.0,105.0,58.0,female,Male,incongruent,go,g,g,450.3112930397037,1.0
2.0,106.0,73.0,female,Male,incongruent,go,g,g,385.7727387512568,1.0
2.0,107.0,20.0,male,Male,congruent,nogo,None,None,,1.0
2.0,108.0,83.0,female,Male,incongruent,go,g,g,402.7692628151272,1.0
2.0,109.0,55.0,female,Male,incongruent,go,g,g,502.7039101405535,1.0
2.0,110.0,11.0,male,Male,congruent,nogo,None,None,,1.0
2.0,111.0,85.0,female,Male,incongruent,go,g,g,319.36023812158965,1.0
2.0,112.0,18.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,113.0,25.0,male,Male,congruent,nogo,None,None,,1.0
2.0,114.0,93.0,female,Male,incongruent,go,g,None,,0.0
2.0,115.0,2.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,116.0,44.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,117.0,80.0,female,Female,congruent,go,g,g,369.4134409015533,1.0
2.0,118.0,95.0,female,Female,congruent,go,g,g,452.8620092605706,1.0
2.0,119.0,32.0,male,Male,congruent,nogo,None,None,,1.0
2.0,120.0,99.0,female,Male,incongruent,go,g,g,369.3249959615059,1.0
2.0,121.0,23.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,122.0,60.0,female,Female,congruent,go,g,g,369.3760102905799,1.0
2.0,123.0,29.0,male,Male,congruent,nogo,None,None,,1.0
2.0,124.0,49.0,male,Male,congruent,nogo,None,None,,1.0
2.0,125.0,10.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,126.0,39.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,127.0,52.0,female,Male,incongruent,go,g,None,,0.0
2.0,128.0,74.0,female,Male,incongruent,go,g,g,0.08029473247006536,1.0
2.0,129.0,16.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,130.0,92.0,female,Male,incongruent,go,g,g,433.7219779845327,1.0
2.0,131.0,17.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,132.0,3.0,male,Male,congruent,nogo,None,None,,1.0
2.0,133.0,28.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,134.0,38.0,male,Male,congruent,nogo,None,None,,1.0
2.0,135.0,63.0,female,Female,congruent,go,g,g,383.34125714027317,1.0
2.0,136.0,0.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,137.0,13.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,138.0,31.0,male,Male,congruent,nogo,None,None,,1.0
2.0,139.0,41.0,male,Male,congruent,nogo,None,None,,1.0
2.0,140.0,26.0,male,Female,incongruent,nogo,None,g,665.6041197711602,0.0
2.0,141.0,66.0,female,Male,incongruent,go,g,g,450.1362142909784,1.0
2.0,142.0,91.0,female,Male,incongruent,go,g,g,536.0763343342114,1.0
2.0,143.0,87.0,female,Female,congruent,go,g,g,616.7402450228111,1.0
2.0,144.0,84.0,female,Male,incongruent,go,g,g,467.0319171564188,1.0
2.0,145.0,71.0,female,Male,incongruent,go,g,g,402.8290310525336,1.0
2.0,146.0,7.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,147.0,8.0,male,Male,congruent,nogo,None,None,,1.0
2.0,148.0,98.0,female,Female,congruent,go,g,g,500.06052289973013,1.0
2.0,149.0,61.0,female,Female,congruent,go,g,g,519.4329863297753,1.0
2.0,150.0,9.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,151.0,45.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,152.0,34.0,male,Male,congruent,nogo,None,None,,1.0
2.0,153.0,46.0,male,Female,incongruent,nogo,None,None,,1.0
2.0,154.0,48.0,male,Male,congruent,nogo,None,None,,1.0
2.0,155.0,42.0,male,Male,congruent,nogo,None,None,,1.0
2.0,156.0,69.0,female,Male,incongruent,go,g,g,352.8416337212548,1.0
2.0,157.0,90.0,female,Female,congruent,go,g,g,366.4057087735273,1.0
2.0,158.0,30.0,male,Male,congruent,nogo,None,None,,1.0
2.0,159.0,5.0,male,Male,congruent,nogo,None,None,,1.0
3.0,0.0,15.0,male,Male,congruent,go,g,None,,0.0
3.0,1.0,49.0,male,Female,incongruent,go,g,g,0.060070044128224254,1.0
3.0,2.0,83.0,female,Male,incongruent,nogo,None,g,616.3890414172783,0.0
3.0,3.0,14.0,male,Female,incongruent,go,g,g,916.1563982779626,1.0
3.0,4.0,25.0,male,Male,congruent,go,g,g,599.7502414102199,1.0
3.0,5.0,59.0,female,Female,congruent,nogo,None,None,,1.0
3.0,6.0,16.0,male,Male,congruent,go,g,g,549.6747614524793,1.0
3.0,7.0,92.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,8.0,79.0,female,Female,congruent,nogo,None,None,,1.0
3.0,9.0,38.0,male,Female,incongruent,go,g,g,652.2092043596786,1.0
3.0,10.0,48.0,male,Male,congruent,go,g,g,583.0187705287244,1.0
3.0,11.0,44.0,male,Male,congruent,go,g,g,468.7422931310721,1.0
3.0,12.0,26.0,male,Male,congruent,go,g,g,485.2700088231359,1.0
3.0,13.0,86.0,female,Female,congruent,nogo,None,None,,1.0
3.0,14.0,97.0,female,Female,congruent,nogo,None,None,,1.0
3.0,15.0,51.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,16.0,77.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,17.0,1.0,male,Male,congruent,go,g,g,551.9589326286223,1.0
3.0,18.0,85.0,female,Female,congruent,nogo,None,None,,1.0
3.0,19.0,78.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,20.0,33.0,male,Female,incongruent,go,g,g,582.5397194421384,1.0
3.0,21.0,61.0,female,Female,congruent,nogo,None,None,,1.0
3.0,22.0,13.0,male,Male,congruent,go,g,g,432.8080273116939,1.0
3.0,23.0,98.0,female,Female,congruent,nogo,None,None,,1.0
3.0,24.0,58.0,female,Female,congruent,nogo,None,g,669.1592215502169,0.0
3.0,25.0,60.0,female,Female,congruent,nogo,None,None,,1.0
3.0,26.0,67.0,female,Female,congruent,nogo,None,None,,1.0
3.0,27.0,6.0,male,Female,incongruent,go,g,g,435.4212253820151,1.0
3.0,28.0,19.0,male,Male,congruent,go,g,g,549.8957226227503,1.0
3.0,29.0,74.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,30.0,0.0,male,Male,congruent,go,g,g,552.0869210595265,1.0
3.0,31.0,88.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,32.0,35.0,male,Female,incongruent,go,g,g,499.5256277325098,1.0
3.0,33.0,32.0,male,Male,congruent,go,g,g,466.5037027443759,1.0
3.0,34.0,96.0,female,Female,congruent,nogo,None,None,,1.0
3.0,35.0,81.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,36.0,2.0,male,Male,congruent,go,g,g,535.4653270624112,1.0
3.0,37.0,72.0,female,Female,congruent,nogo,None,None,,1.0
3.0,38.0,54.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,39.0,12.0,male,Female,incongruent,go,g,g,549.3080020823982,1.0
3.0,40.0,20.0,male,Male,congruent,go,g,g,533.0335465550888,1.0
3.0,41.0,99.0,female,Female,congruent,nogo,None,None,,1.0
3.0,42.0,41.0,male,Male,congruent,go,g,g,516.4080283720978,1.0
3.0,43.0,62.0,female,Male,incongruent,nogo,None,g,814.7149887518026,0.0
3.0,44.0,55.0,female,Male,incongruent,nogo,None,None,,1.0
3.0,45.0,39.0,male,Female,incongruent,go,g,g,716.1186054581776,1.0
3.0,46.0,9.0,male,Male,congruent,go,g,g,632.9517728008796,1.0
3.0,47.0,21.0,male,Female,incongruent,go,g,g,549.3146429944318,1.0
3.0,48.0,36.0,male,Female,incongruent,go,g,g,468.6822230869439,1.0
3.0,49.0,4.0,male,Female,incongruent,go,g,g,468.8283231225796,1.0
3.0,50.0,65.0,female,Female,congruent,nogo,None,None,,1.0
3.0,51.0,46.0,male,Male,congruent,go,g,g,533.1029742374085,1.0
3.0,52.0,45.0,male,Female,incongruent,go,g,g,532.6924452674575,1.0
3.0,53.0,82.0,female,Female,congruent,nogo,None,None,,1.0
3.0,54.0,17.0,male,Male,congruent,go,g,g,699.6717881120276,1.0
3.0,55.0,30.0,male,Female,incongruent,go,g,g,582.4823661241679,1.0
