pid,tid,picid,picgender,correctAns,memCond,congruency,response,sbjResp,sbjRT,sbjACC
11.0,98.0,10.0,male,y,old,incongruent,go,n,1403.2114875735715,0.0
11.0,99.0,78.0,female,y,old,incongruent,nogo,b,1236.535916046705,1.0
12.0,0.0,99.0,female,n,new,,,,,0.0
12.0,1.0,38.0,male,y,old,congruent,nogo,,,0.0
12.0,2.0,88.0,female,y,old,congruent,go,v,1235.1541612297297,1.0
12.0,3.0,54.0,female,y,old,incongruent,go,v,1019.1460568457842,1.0
12.0,4.0,66.0,female,y,old,congruent,go,v,1139.692531665787,1.0
12.0,5.0,76.0,female,y,old,incongruent,go,b,1575.4988910630345,1.0
12.0,6.0,96.0,female,y,old,congruent,go,n,2019.6848765481263,0.0
12.0,7.0,87.0,female,y,old,incongruent,go,v,1353.997241705656,1.0
12.0,8.0,53.0,female,y,old,congruent,go,v,1519.3792434874922,1.0
12.0,9.0,22.0,male,y,old,incongruent,nogo,m,1736.2853805534542,0.0
12.0,10.0,48.0,male,n,new,,,b,1519.4142593536526,0.0
12.0,11.0,39.0,male,y,old,incongruent,nogo,n,2019.675217103213,0.0
12.0,12.0,2.0,male,y,old,congruent,nogo,b,1936.1560640390962,1.0
12.0,13.0,36.0,male,y,old,congruent,nogo,m,1636.0613100696355,0.0
12.0,14.0,92.0,female,y,old,incongruent,go,v,1519.30770277977,1.0
12.0,15.0,37.0,male,y,old,incongruent,nogo,b,1369.291870156303,1.0
12.0,16.0,47.0,male,n,new,,,n,1652.9434192925692,1.0
12.0,17.0,20.0,male,y,old,congruent,nogo,b,1352.6304208207875,1.0
12.0,18.0,34.0,male,y,old,congruent,nogo,v,1219.1459361929446,1.0
12.0,19.0,71.0,female,y,old,congruent,go,b,2170.0656574685127,1.0
12.0,20.0,46.0,male,y,old,congruent,nogo,b,1969.7974249720573,1.0
12.0,21.0,67.0,female,y,old,incongruent,go,m,1835.887016262859,0.0
12.0,22.0,18.0,male,y,old,incongruent,nogo,v,1802.9625720810145,1.0
12.0,23.0,64.0,female,n,new,,,v,1619.6968904696405,0.0
12.0,24.0,60.0,female,n,new,,,,,0.0
12.0,25.0,89.0,female,y,old,incongruent,go,b,1853.0121224466711,1.0
12.0,26.0,10.0,male,y,old,congruent,nogo,b,1002.4788721930236,1.0
12.0,27.0,16.0,male,y,old,congruent,nogo,v,1336.2059311475605,1.0
12.0,28.0,51.0,female,n,new,,,n,1502.849404932931,1.0
12.0,29.0,79.0,female,y,old,incongruent,go,n,1419.6417711209506,0.0
12.0,30.0,6.0,male,n,new,,,m,1669.6459215600044,1.0
12.0,31.0,65.0,female,n,new,,,b,1368.8593052793294,0.0
12.0,32.0,32.0,male,n,new,,,m,1469.3465973250568,1.0
12.0,33.0,74.0,female,y,old,incongruent,go,b,1736.5205292589962,1.0
12.0,34.0,13.0,male,y,old,congruent,nogo,v,1285.8521062880754,1.0
12.0,35.0,55.0,female,y,old,congruent,go,b,1669.7570059914142,1.0
12.0,36.0,29.0,male,y,old,incongruent,nogo,v,1669.7159530594945,1.0
12.0,37.0,90.0,female,y,old,congruent,go,m,1953.480095602572,0.0
12.0,38.0,69.0,female,y,old,congruent,go,v,1319.6048536337912,1.0
12.0,39.0,58.0,female,y,old,incongruent,go,n,1870.0744416564703,0.0
12.0,40.0,80.0,female,y,old,incongruent,go,v,1836.522129131481,1.0
12.0,41.0,23.0,male,y,old,incongruent,nogo,b,1286.1841518897563,1.0
12.0,42.0,45.0,male,y,old,congruent,nogo,b,1769.7196658700705,1.0
12.0,43.0,28.0,male,n,new,,,n,1819.9630100280046,1.0
12.0,44.0,59.0,female,n,new,,,v,1119.5222646929324,0.0
12.0,45.0,93.0,female,y,old,incongruent,go,m,1686.5844782441854,0.0
12.0,46.0,44.0,male,y,old,incongruent,nogo,v,1384.7286747768521,1.0
12.0,47.0,73.0,female,y,old,incongruent,go,v,2036.3152346108109,1.0
12.0,48.0,98.0,female,n,new,,,m,1702.8435487300158,1.0
12.0,49.0,41.0,male,y,old,congruent,nogo,n,2219.810027629137,0.0
12.0,50.0,83.0,female,y,old,incongruent,go,b,1369.0835868474096,1.0
12.0,51.0,68.0,female,y,old,congruent,go,v,1819.5582162588835,1.0
12.0,52.0,9.0,male,y,old,incongruent,nogo,b,1769.402411300689,1.0
12.0,53.0,42.0,male,n,new,,,v,1352.424250682816,0.0
12.0,54.0,4.0,male,y,old,incongruent,nogo,m,1800.7022466044873,0.0
12.0,55.0,27.0,male,y,old,incongruent,nogo,n,2269.8327123653144,0.0
12.0,56.0,21.0,male,y,old,congruent,nogo,b,1635.922756511718,1.0
12.0,57.0,14.0,male,n,new,,,m,2253.0767808202654,1.0
12.0,58.0,3.0,male,y,old,incongruent,nogo,n,1552.8020581696182,0.0
12.0,59.0,91.0,female,y,old,congruent,go,b,1402.4602170102298,1.0
12.0,60.0,84.0,female,y,old,incongruent,go,b,1119.083964265883,1.0
12.0,61.0,95.0,female,n,new,,,b,1302.7336115483195,0.0
12.0,62.0,17.0,male,n,new,,,n,1486.0490998253226,1.0
12.0,63.0,24.0,male,y,old,congruent,nogo,b,1569.4589798804373,1.0
12.0,64.0,75.0,female,y,old,congruent,go,n,1853.2258388586342,0.0
12.0,65.0,72.0,female,y,old,congruent,go,m,1736.1655423883349,0.0
12.0,66.0,15.0,male,y,old,incongruent,nogo,v,1486.1632029060274,1.0
12.0,67.0,86.0,female,y,old,congruent,go,n,1619.775373954326,0.0
12.0,68.0,61.0,female,y,old,incongruent,go,m,1703.2936215400696,0.0
12.0,69.0,70.0,female,y,old,incongruent,go,b,2136.6244293749332,1.0
12.0,70.0,8.0,male,y,old,incongruent,nogo,b,1352.7898027095944,1.0
12.0,71.0,40.0,male,y,old,congruent,nogo,b,1302.6442609261721,1.0
12.0,72.0,33.0,male,y,old,incongruent,nogo,b,1469.1576333716512,1.0
12.0,73.0,85.0,female,y,old,incongruent,go,,,0.0
12.0,74.0,97.0,female,y,old,congruent,go,b,1786.3783987704664,1.0
12.0,75.0,0.0,male,y,old,incongruent,nogo,n,1519.3864882458001,0.0
12.0,76.0,62.0,female,n,new,,,m,1552.6375444605947,1.0
12.0,77.0,77.0,female,y,old,congruent,go,n,1989.1336534637958,0.0
12.0,78.0,50.0,female,y,old,incongruent,go,b,1703.1269951257855,1.0
12.0,79.0,11.0,male,y,old,congruent,nogo,v,1652.9240999370813,1.0
12.0,80.0,35.0,male,y,old,incongruent,nogo,v,1302.8923897072673,1.0
12.0,81.0,26.0,male,y,old,incongruent,nogo,b,1886.4765937905759,1.0
12.0,82.0,12.0,male,y,old,incongruent,nogo,n,1653.0065077822655,0.0
12.0,83.0,19.0,male,y,old,congruent,nogo,b,1619.7159076109529,1.0
12.0,84.0,31.0,male,y,old,congruent,nogo,b,1788.0968861281872,1.0
12.0,85.0,78.0,female,y,old,congruent,go,b,1770.061069400981,1.0
12.0,86.0,30.0,male,y,old,congruent,nogo,n,1753.0005611479282,0.0
12.0,87.0,7.0,male,n,new,,,b,1319.3850996904075,0.0
12.0,88.0,56.0,female,y,old,congruent,go,n,1853.158524259925,0.0
12.0,89.0,63.0,female,y,old,congruent,go,v,1402.8991211671382,1.0
12.0,90.0,1.0,male,y,old,incongruent,nogo,v,1502.910682465881,1.0
12.0,91.0,82.0,female,y,old,congruent,go,v,1152.8044126462191,1.0
12.0,92.0,81.0,female,n,new,,,m,1702.9688206966966,1.0
12.0,93.0,43.0,male,y,old,congruent,nogo,b,1619.6395370643586,1.0
12.0,94.0,57.0,female,y,old,incongruent,go,v,1252.9445660766214,1.0
12.0,95.0,94.0,female,y,old,incongruent,go,b,1986.78790172562,1.0
12.0,96.0,49.0,male,n,new,,,n,1386.2699705641717,1.0
12.0,97.0,5.0,male,y,old,congruent,nogo,m,1452.9535011388361,0.0
12.0,98.0,25.0,male,y,old,incongruent,nogo,n,2103.440084028989,0.0
12.0,99.0,52.0,female,y,old,congruent,go,m,1786.474993918091,0.0
13.0,0.0,74.0,female,y,old,incongruent,nogo,v,758.5087414481677,1.0
13.0,1.0,12.0,male,y,old,incongruent,go,b,1152.3186284466647,1.0
13.0,2.0,84.0,female,y,old,incongruent,nogo,v,918.9003015053459,1.0
13.0,3.0,40.0,male,y,old,incongruent,go,v,1335.852250631433,1.0
13.0,4.0,97.0,female,y,old,congruent,nogo,b,1485.9959810273722,1.0
13.0,5.0,76.0,female,n,new,,,n,1869.561962550506,1.0
13.0,6.0,38.0,male,y,old,congruent,go,b,1452.8656885377131,1.0
13.0,7.0,87.0,female,y,old,congruent,nogo,n,1219.2369655240327,0.0
13.0,8.0,29.0,male,y,old,incongruent,go,v,919.0331197460182,1.0
13.0,9.0,75.0,female,n,new,,,n,1386.05813391041,1.0
13.0,10.0,60.0,female,y,old,incongruent,nogo,m,1569.4067162112333,0.0
13.0,11.0,37.0,male,y,old,congruent,go,n,1736.2855398096144,0.0
13.0,12.0,42.0,male,y,old,congruent,go,v,1002.2428164375015,1.0
13.0,13.0,68.0,female,y,old,congruent,nogo,v,1035.5324908159673,1.0
13.0,14.0,50.0,female,n,new,,,n,1762.2934564133175,1.0
13.0,15.0,48.0,male,y,old,incongruent,go,v,952.2476310958154,1.0
13.0,16.0,82.0,female,y,old,incongruent,nogo,n,1319.213148788549,0.0
13.0,17.0,31.0,male,y,old,incongruent,go,v,1085.8636458287947,1.0
13.0,18.0,19.0,male,y,old,congruent,go,v,868.9051162218675,1.0
13.0,19.0,5.0,male,n,new,,,b,1669.3252443219535,0.0
13.0,20.0,46.0,male,n,new,,,n,1718.3505549328402,1.0
13.0,21.0,77.0,female,y,old,congruent,nogo,v,1351.7738323425874,1.0
13.0,22.0,93.0,female,y,old,congruent,nogo,v,1468.556649517268,1.0
13.0,23.0,79.0,female,y,old,incongruent,nogo,n,1851.0123916203156,0.0
13.0,24.0,91.0,female,y,old,congruent,nogo,v,1734.140525921248,1.0
13.0,25.0,36.0,male,y,old,congruent,go,v,1535.5785244028084,1.0
13.0,26.0,98.0,female,n,new,,,m,1802.1974770817906,1.0
13.0,27.0,4.0,male,y,old,incongruent,go,v,1769.2211329122074,1.0
13.0,28.0,8.0,male,y,old,congruent,go,b,1935.8934846241027,1.0
13.0,29.0,51.0,female,y,old,congruent,nogo,n,2002.8293295181356,0.0
13.0,30.0,41.0,male,y,old,congruent,go,b,1885.8699244447052,1.0
13.0,31.0,72.0,female,y,old,incongruent,nogo,b,1102.1218009409495,1.0
13.0,32.0,61.0,female,y,old,congruent,nogo,b,1318.939060322009,1.0
13.0,33.0,13.0,male,n,new,,,n,1702.3163795820437,1.0
13.0,34.0,20.0,male,y,old,incongruent,go,n,1986.125327879563,0.0
13.0,35.0,73.0,female,y,old,congruent,nogo,n,2035.7848453568295,0.0
13.0,36.0,47.0,male,y,old,incongruent,go,b,2102.7182754478417,1.0
13.0,37.0,86.0,female,y,old,congruent,nogo,n,2152.7831902494654,0.0
13.0,38.0,28.0,male,y,old,congruent,go,,,0.0
13.0,39.0,25.0,male,n,new,,,b,1035.0655140937306,0.0
13.0,40.0,10.0,male,y,old,incongruent,go,b,1402.0787255722098,1.0
13.0,41.0,11.0,male,y,old,congruent,go,v,1435.741498367861,1.0
13.0,42.0,67.0,female,y,old,congruent,nogo,b,1986.3266681786627,1.0
13.0,43.0,89.0,female,y,old,congruent,nogo,m,1469.4761137361638,0.0
13.0,44.0,53.0,female,n,new,,,m,1279.4633782468736,1.0
13.0,45.0,7.0,male,n,new,,,m,2419.854932348244,1.0
13.0,46.0,92.0,female,y,old,incongruent,nogo,n,2220.014253805857,0.0
13.0,47.0,23.0,male,y,old,incongruent,go,b,2053.1333171529695,1.0
13.0,48.0,49.0,male,y,old,incongruent,go,n,1886.1633319756947,0.0
13.0,49.0,78.0,female,n,new,,,n,1419.4640241912566,1.0
13.0,50.0,64.0,female,y,old,incongruent,nogo,v,1319.4208280765451,1.0
13.0,51.0,99.0,female,y,old,congruent,nogo,b,1669.5190381724387,1.0
13.0,52.0,88.0,female,y,old,congruent,nogo,b,1552.846701524686,1.0
13.0,53.0,55.0,female,y,old,incongruent,nogo,b,1619.7336451732554,1.0
13.0,54.0,43.0,male,y,old,incongruent,go,n,1719.5066770073026,0.0
13.0,55.0,56.0,female,y,old,congruent,nogo,v,1736.276785901282,1.0
13.0,56.0,33.0,male,y,old,congruent,go,n,1669.7233970626257,0.0
13.0,57.0,70.0,female,y,old,congruent,nogo,n,1619.3080232478678,0.0
13.0,58.0,15.0,male,y,old,incongruent,go,v,985.8261850313284,1.0
13.0,59.0,52.0,female,y,old,incongruent,nogo,v,1686.295787920244,1.0
13.0,60.0,90.0,female,n,new,,,n,1803.100037155673,1.0
13.0,61.0,95.0,female,y,old,incongruent,nogo,b,1953.3294956781901,1.0
13.0,62.0,58.0,female,y,old,congruent,nogo,m,1453.017825668212,0.0
13.0,63.0,83.0,female,y,old,incongruent,nogo,v,1852.9771954054013,1.0
13.0,64.0,30.0,male,y,old,incongruent,go,v,1569.408225477673,1.0
13.0,65.0,62.0,female,n,new,,,b,1702.5361333508044,0.0
13.0,66.0,71.0,female,y,old,congruent,nogo,m,2253.4074659924954,0.0
13.0,67.0,14.0,male,y,old,congruent,go,,,0.0
13.0,68.0,45.0,male,y,old,incongruent,go,b,1769.6524902130477,1.0
13.0,69.0,66.0,female,y,old,congruent,nogo,n,1953.2664070138708,0.0
13.0,70.0,32.0,male,y,old,congruent,go,b,1336.0632504336536,1.0
13.0,71.0,65.0,female,y,old,incongruent,nogo,m,2103.4862060914747,0.0
13.0,72.0,85.0,female,y,old,incongruent,nogo,b,1619.7182503528893,1.0
13.0,73.0,57.0,female,y,old,incongruent,nogo,v,1319.5080655277707,1.0
13.0,74.0,6.0,male,n,new,,,n,1302.4708109442145,1.0
13.0,75.0,2.0,male,n,new,,,b,2086.272665532306,0.0
13.0,76.0,81.0,female,y,old,incongruent,nogo,m,1853.1767245731317,0.0
13.0,77.0,69.0,female,y,old,incongruent,nogo,n,1853.3844039775431,0.0
13.0,78.0,44.0,male,y,old,congruent,go,,,0.0
13.0,79.0,80.0,female,n,new,,,m,1635.7146932277828,1.0
13.0,80.0,1.0,male,y,old,incongruent,go,v,1335.8281018445268,1.0
13.0,81.0,63.0,female,y,old,incongruent,nogo,n,1986.6716936812736,0.0
13.0,82.0,21.0,male,y,old,congruent,go,v,1736.4361677318811,1.0
13.0,83.0,16.0,male,y,old,congruent,go,v,1186.051130760461,1.0
13.0,84.0,26.0,male,y,old,incongruent,go,n,2386.709244980011,0.0
13.0,85.0,0.0,male,y,old,congruent,go,b,1603.3082598587498,1.0
13.0,86.0,96.0,female,y,old,incongruent,nogo,b,1203.3105539740063,1.0
13.0,87.0,9.0,male,y,old,incongruent,go,n,1453.2946309191175,0.0
13.0,88.0,3.0,male,n,new,,,v,1202.9293053783476,0.0
13.0,89.0,34.0,male,y,old,congruent,go,v,952.9008551617153,1.0
13.0,90.0,22.0,male,y,old,congruent,go,b,1770.3570303856395,1.0
13.0,91.0,24.0,male,n,new,,,n,1603.322145412676,1.0
13.0,92.0,18.0,male,y,old,incongruent,go,m,2187.275775009766,0.0
13.0,93.0,35.0,male,n,new,,,m,1069.3561547086574,1.0
13.0,94.0,59.0,female,y,old,congruent,nogo,b,2137.3056439333595,1.0
13.0,95.0,54.0,female,n,new,,,b,1303.128562925849,0.0
13.0,96.0,17.0,male,y,old,incongruent,go,n,1736.575626884587,0.0
13.0,97.0,27.0,male,y,old,congruent,go,v,2320.3571964404546,1.0
13.0,98.0,39.0,male,y,old,congruent,go,m,2036.9729645899497,0.0
13.0,99.0,94.0,female,y,old,incongruent,nogo,b,1303.437968948856,1.0
14.0,0.0,87.0,female,n,new,,,v,1242.941987060476,0.0
14.0,1.0,8.0,male,y,old,incongruent,nogo,v,1402.767451654654,1.0
14.0,2.0,20.0,male,y,old,incongruent,nogo,n,1486.2087753717788,0.0
14.0,3.0,66.0,female,y,old,incongruent,go,b,1953.1697554630227,1.0
14.0,4.0,40.0,male,y,old,incongruent,nogo,n,1920.2643085154705,0.0
14.0,5.0,50.0,female,y,old,incongruent,go,v,1369.641043304,1.0
14.0,6.0,39.0,male,n,new,,,m,1586.627304146532,1.0
14.0,7.0,1.0,male,y,old,congruent,nogo,v,1603.4668610664085,1.0
14.0,8.0,38.0,male,y,old,incongruent,nogo,b,1937.1074877562933,1.0
14.0,9.0,69.0,female,y,old,incongruent,go,b,1736.9704433949664,1.0
14.0,10.0,23.0,male,y,old,incongruent,nogo,n,1620.1880889129825,0.0
14.0,11.0,6.0,male,y,old,incongruent,nogo,n,2087.012326461263,0.0
14.0,12.0,2.0,male,n,new,,,b,1669.8298566625454,0.0
14.0,13.0,33.0,male,y,old,congruent,nogo,b,1452.8940064483322,1.0
14.0,14.0,24.0,male,y,old,incongruent,nogo,v,1286.6781675256789,1.0
14.0,15.0,90.0,female,y,old,congruent,go,b,1770.3401508042589,1.0
14.0,16.0,0.0,male,n,new,,,,,0.0
14.0,17.0,81.0,female,y,old,incongruent,go,b,1619.8439685977064,1.0
14.0,18.0,56.0,female,y,old,incongruent,go,b,1636.754764476791,1.0
14.0,19.0,77.0,female,y,old,incongruent,go,m,1920.2582713332959,0.0
14.0,20.0,78.0,female,y,old,congruent,go,b,1303.4024139633402,1.0
14.0,21.0,82.0,female,y,old,congruent,go,n,1420.080928655807,0.0
14.0,22.0,35.0,male,y,old,incongruent,nogo,b,1336.6094189113937,1.0
14.0,23.0,53.0,female,y,old,congruent,go,v,1203.292989754118,1.0
14.0,24.0,55.0,female,y,old,incongruent,go,v,819.6915293228813,1.0
14.0,25.0,51.0,female,y,old,congruent,go,n,1820.4002964193933,0.0
14.0,26.0,96.0,female,n,new,,,n,1803.7131787277758,1.0
14.0,27.0,91.0,female,n,new,,,b,1319.9150566360913,0.0
14.0,28.0,88.0,female,y,old,congruent,go,v,1153.1872633495368,1.0
14.0,29.0,7.0,male,n,new,,,n,2387.296225700993,1.0
14.0,30.0,10.0,male,n,new,,,m,1570.0938332010992,1.0
14.0,31.0,84.0,female,y,old,congruent,go,v,1236.544368090108,1.0
14.0,32.0,74.0,female,y,old,incongruent,go,v,936.4615075755864,1.0
14.0,33.0,73.0,female,n,new,,,b,1886.9579916936345,0.0
14.0,34.0,42.0,male,y,old,incongruent,nogo,v,1703.3148746122606,1.0
14.0,35.0,32.0,male,y,old,incongruent,nogo,b,1586.5895716124214,1.0
14.0,36.0,19.0,male,y,old,congruent,nogo,v,1720.0053127598949,1.0
14.0,37.0,9.0,male,y,old,congruent,nogo,n,1503.2774439896457,0.0
14.0,38.0,12.0,male,y,old,congruent,nogo,v,1286.541726847645,1.0
14.0,39.0,11.0,male,y,old,congruent,nogo,v,869.3616719683632,1.0
14.0,40.0,31.0,male,n,new,,,n,2320.703212870285,1.0
14.0,41.0,47.0,male,y,old,congruent,nogo,b,1536.7878181277774,1.0
14.0,42.0,60.0,female,y,old,incongruent,go,b,1770.3178132069297,1.0
14.0,43.0,83.0,female,y,old,incongruent,go,v,1201.9995200680569,1.0
14.0,44.0,59.0,female,y,old,congruent,go,v,1253.4177333582193,1.0
14.0,45.0,62.0,female,y,old,congruent,go,v,1303.044106287416,1.0
14.0,46.0,99.0,female,y,old,congruent,go,v,1353.063198912423,1.0
14.0,47.0,29.0,male,n,new,,,m,1870.3795435721986,1.0
14.0,48.0,97.0,female,y,old,incongruent,go,b,1803.5710027324967,1.0
14.0,49.0,16.0,male,y,old,incongruent,nogo,b,1853.742232779041,1.0
14.0,50.0,46.0,male,y,old,congruent,nogo,b,1586.8968650465831,1.0
14.0,51.0,44.0,male,y,old,incongruent,nogo,v,1286.5704035502858,1.0
14.0,52.0,70.0,female,y,old,congruent,go,v,1586.736879311502,1.0
14.0,53.0,15.0,male,n,new,,,b,1502.1563362679444,0.0
14.0,54.0,37.0,male,y,old,incongruent,nogo,v,1953.8060761406086,1.0
14.0,55.0,5.0,male,y,old,incongruent,nogo,b,1386.5910809254274,1.0
14.0,56.0,49.0,male,n,new,,,m,1653.0392010463402,1.0
14.0,57.0,92.0,female,n,new,,,n,1469.8597408132628,1.0
14.0,58.0,3.0,male,y,old,congruent,nogo,n,1853.5671540303156,0.0
14.0,59.0,41.0,male,y,old,congruent,nogo,b,1553.2349572167732,1.0
14.0,60.0,80.0,female,y,old,incongruent,go,v,1553.4719172283076,1.0
14.0,61.0,98.0,female,y,old,congruent,go,n,2420.693402411416,0.0
14.0,62.0,36.0,male,y,old,congruent,nogo,b,1686.7337097646669,1.0
14.0,63.0,43.0,male,y,old,incongruent,nogo,b,1453.0745186493732,1.0
14.0,64.0,85.0,female,y,old,incongruent,go,n,1820.2867970685475,0.0
14.0,65.0,28.0,male,y,old,incongruent,nogo,v,1820.349583926145,1.0
14.0,66.0,21.0,male,y,old,congruent,nogo,v,1820.3269444638863,1.0
14.0,67.0,54.0,female,n,new,,,b,1520.1218306901865,0.0
14.0,68.0,58.0,female,y,old,congruent,go,m,1603.61779097002,0.0
14.0,69.0,13.0,male,y,old,congruent,nogo,n,1486.5800630650483,0.0
14.0,70.0,18.0,male,y,old,incongruent,nogo,b,1153.1477196258493,1.0
14.0,71.0,89.0,female,y,old,incongruent,go,n,1419.8874364374205,0.0
14.0,72.0,45.0,male,y,old,incongruent,nogo,n,969.5948587614112,0.0
14.0,73.0,63.0,female,y,old,congruent,go,m,1686.8659243918955,0.0
14.0,74.0,71.0,female,y,old,congruent,go,n,1970.404748863075,0.0
14.0,75.0,26.0,male,y,old,congruent,nogo,b,1603.0850082752295,1.0
14.0,76.0,22.0,male,n,new,,,b,1603.3941128407605,0.0
14.0,77.0,52.0,female,n,new,,,m,1720.089531620033,1.0
14.0,78.0,14.0,male,y,old,congruent,nogo,b,1669.991955452133,1.0
14.0,79.0,57.0,female,y,old,congruent,go,v,1186.353819037322,1.0
14.0,80.0,72.0,female,y,old,incongruent,go,n,1803.5622487659566,0.0
14.0,81.0,67.0,female,y,old,congruent,go,v,1353.2639357144944,1.0
14.0,82.0,30.0,male,y,old,incongruent,nogo,n,1303.2104310696013,0.0
14.0,83.0,27.0,male,y,old,congruent,nogo,b,1469.9013974750414,1.0
14.0,84.0,68.0,female,y,old,incongruent,go,m,1403.4508624463342,0.0
14.0,85.0,4.0,male,y,old,congruent,nogo,n,1686.973990232218,0.0
14.0,86.0,93.0,female,n,new,,,b,1853.6308464827016,0.0
14.0,87.0,64.0,female,y,old,incongruent,go,b,1636.9434269727208,1.0
14.0,88.0,75.0,female,n,new,,,b,2220.6227671704255,0.0
14.0,89.0,95.0,female,y,old,incongruent,go,b,1653.5719837993383,1.0
14.0,90.0,79.0,female,y,old,incongruent,go,n,2254.0881642489694,0.0
14.0,91.0,94.0,female,n,new,,,v,1069.7942371480167,0.0
14.0,92.0,86.0,female,y,old,congruent,go,n,2003.7581558572128,0.0
14.0,93.0,48.0,male,y,old,congruent,nogo,m,1386.606475804001,0.0
14.0,94.0,17.0,male,y,old,congruent,nogo,v,1619.907962915022,1.0
14.0,95.0,76.0,female,y,old,congruent,go,b,1736.9493131991476,1.0
14.0,96.0,65.0,female,y,old,congruent,go,v,1887.0932249119505,1.0
14.0,97.0,25.0,male,y,old,incongruent,nogo,,,0.0
14.0,98.0,61.0,female,y,old,incongruent,go,n,1570.1143596088514,0.0
14.0,99.0,34.0,male,y,old,congruent,nogo,m,1319.8199707549065,0.0
15.0,0.0,17.0,male,y,old,incongruent,go,m,1374.7051964164712,0.0
15.0,1.0,47.0,male,y,old,congruent,go,v,1818.7396820867434,1.0
15.0,2.0,45.0,male,n,new,,,n,1684.4230513670482,1.0
15.0,3.0,83.0,female,y,old,incongruent,nogo,v,1335.3568991296925,1.0
15.0,4.0,10.0,male,y,old,congruent,go,n,1332.7859613928013,0.0
15.0,5.0,9.0,male,y,old,congruent,go,v,716.6287480504252,1.0
15.0,6.0,4.0,male,n,new,,,n,1201.7653349903412,1.0
15.0,7.0,11.0,male,y,old,incongruent,go,v,969.5550499600358,1.0
15.0,8.0,84.0,female,n,new,,,b,1203.9441571687348,0.0
15.0,9.0,2.0,male,y,old,congruent,go,v,735.0080702453852,1.0
15.0,10.0,78.0,female,y,old,congruent,nogo,v,1035.5234350427054,1.0
15.0,11.0,18.0,male,y,old,congruent,go,m,953.0234101112001,0.0
15.0,12.0,1.0,male,y,old,congruent,go,v,1138.3298533619381,1.0
15.0,13.0,51.0,female,y,old,congruent,nogo,n,1607.9562931554392,0.0
15.0,14.0,3.0,male,y,old,congruent,go,b,1585.6811717385426,1.0
15.0,15.0,43.0,male,y,old,incongruent,go,m,1204.2475260677747,0.0
15.0,16.0,57.0,female,n,new,,,n,1452.4488204624504,1.0
15.0,17.0,23.0,male,y,old,congruent,go,b,1285.2868525660597,1.0
15.0,18.0,91.0,female,n,new,,,n,1987.0876561035402,1.0
15.0,19.0,64.0,female,y,old,incongruent,nogo,m,968.6935428180732,0.0
15.0,20.0,19.0,male,y,old,incongruent,go,v,751.6858101007529,1.0
15.0,21.0,12.0,male,y,old,congruent,go,b,1468.9028824213892,1.0
15.0,22.0,14.0,male,n,new,,,m,1035.2605153457262,1.0
15.0,23.0,86.0,female,y,old,congruent,nogo,n,1719.2953753401525,0.0
15.0,24.0,30.0,male,y,old,incongruent,go,v,734.9138900171965,1.0
15.0,25.0,77.0,female,n,new,,,n,1169.3691649124958,1.0
15.0,26.0,80.0,female,y,old,congruent,nogo,v,969.8997735395096,1.0
15.0,27.0,25.0,male,y,old,congruent,go,m,1586.1396963591687,0.0
15.0,28.0,15.0,male,y,old,congruent,go,n,1485.9814918017946,0.0
15.0,29.0,87.0,female,n,new,,,b,902.3611152078956,0.0
15.0,30.0,74.0,female,y,old,congruent,nogo,n,985.9143280191347,0.0
15.0,31.0,98.0,female,y,old,incongruent,nogo,b,2170.147056924179,1.0
15.0,32.0,27.0,male,n,new,,,v,769.0813719527796,0.0
15.0,33.0,65.0,female,y,old,congruent,nogo,v,969.2465494736098,1.0
15.0,34.0,31.0,male,y,old,incongruent,go,n,1319.5759839145467,0.0
15.0,35.0,26.0,male,y,old,incongruent,go,n,1552.676452731248,0.0
15.0,36.0,54.0,female,y,old,incongruent,nogo,b,969.1807441413403,1.0
15.0,37.0,56.0,female,y,old,incongruent,nogo,n,1352.8185682371259,0.0
15.0,38.0,7.0,male,y,old,congruent,go,v,935.9191427356564,1.0
15.0,39.0,16.0,male,y,old,incongruent,go,v,785.750056093093,1.0
15.0,40.0,62.0,female,y,old,congruent,nogo,b,1019.1551012103446,1.0
15.0,41.0,22.0,male,y,old,incongruent,go,n,1736.4675611024722,0.0
15.0,42.0,95.0,female,y,old,incongruent,nogo,v,785.7989573385566,1.0
15.0,43.0,82.0,female,y,old,congruent,nogo,m,1436.1951932660304,0.0
15.0,44.0,5.0,male,y,old,incongruent,go,v,885.8391348621808,1.0
15.0,45.0,67.0,female,n,new,,,n,2019.91880586138,1.0
15.0,46.0,6.0,male,y,old,congruent,go,m,1102.4864472565241,0.0
15.0,47.0,53.0,female,y,old,congruent,nogo,b,1519.393721187953,1.0
15.0,48.0,79.0,female,y,old,congruent,nogo,v,1336.2935693003237,1.0
15.0,49.0,68.0,female,n,new,,,n,1052.6388712460175,1.0
15.0,50.0,59.0,female,y,old,incongruent,nogo,v,1102.472259895876,1.0
15.0,51.0,88.0,female,y,old,congruent,nogo,v,1035.9454347053543,1.0
15.0,52.0,69.0,female,y,old,incongruent,nogo,b,2003.3974291291088,1.0
15.0,53.0,90.0,female,y,old,incongruent,nogo,b,1152.337645587977,1.0
15.0,54.0,61.0,female,y,old,congruent,nogo,b,1536.3793577998877,1.0
15.0,55.0,46.0,male,y,old,incongruent,go,v,1736.4823521929793,1.0
