pid,tid,picid,picgender,correctAns,memCond,congruency,response,sbjResp,sbjRT,sbjACC
34.0,9.0,81.0,female,n,new,,,n,1934.9697158904746,1.0
34.0,10.0,19.0,male,y,old,incongruent,nogo,n,2053.255030885339,0.0
34.0,11.0,11.0,male,y,old,congruent,nogo,v,1036.1374609638005,1.0
34.0,12.0,61.0,female,y,old,congruent,go,n,2120.3838450601324,0.0
34.0,13.0,20.0,male,n,new,,,m,2069.089394295588,1.0
34.0,14.0,88.0,female,n,new,,,m,1936.8385305861011,1.0
34.0,15.0,98.0,female,y,old,congruent,go,,,0.0
34.0,16.0,40.0,male,y,old,congruent,nogo,n,1853.082065237686,0.0
34.0,17.0,89.0,female,y,old,congruent,go,n,1553.0502188485116,0.0
34.0,18.0,0.0,male,y,old,congruent,nogo,b,1402.760810800828,1.0
34.0,19.0,54.0,female,y,old,incongruent,go,b,1886.7258614627644,1.0
34.0,20.0,87.0,female,y,old,congruent,go,,,0.0
34.0,21.0,74.0,female,y,old,incongruent,go,n,1186.2623554188758,0.0
34.0,22.0,71.0,female,y,old,incongruent,go,b,1369.837252306752,1.0
34.0,23.0,47.0,male,y,old,incongruent,nogo,v,969.5181862916797,1.0
34.0,24.0,52.0,female,y,old,congruent,go,v,885.7849640771747,1.0
34.0,25.0,39.0,male,y,old,incongruent,nogo,v,1553.0152032151818,1.0
34.0,26.0,92.0,female,y,old,congruent,go,n,1769.9438087875023,0.0
34.0,27.0,55.0,female,y,old,congruent,go,n,1820.0597984250635,0.0
34.0,28.0,99.0,female,y,old,incongruent,go,n,2353.7206498440355,0.0
34.0,29.0,73.0,female,y,old,congruent,go,b,2237.0840936200693,1.0
34.0,30.0,96.0,female,n,new,,,m,1820.158808492124,1.0
34.0,31.0,21.0,male,y,old,congruent,nogo,n,1284.8039193777367,0.0
34.0,32.0,1.0,male,n,new,,,m,1219.6447410387918,1.0
34.0,33.0,62.0,female,n,new,,,n,1753.4746339078993,1.0
34.0,34.0,44.0,male,y,old,incongruent,nogo,v,1736.8623776128516,1.0
34.0,35.0,94.0,female,n,new,,,b,1469.9539211578667,0.0
34.0,36.0,64.0,female,y,old,congruent,go,b,1703.5313080996275,1.0
34.0,37.0,84.0,female,y,old,incongruent,go,b,1987.1208451222628,1.0
34.0,38.0,28.0,male,y,old,congruent,nogo,n,1320.0327819213271,0.0
34.0,39.0,31.0,male,y,old,congruent,nogo,n,1686.9975354056805,0.0
34.0,40.0,3.0,male,y,old,congruent,nogo,n,2036.7653296561912,0.0
34.0,41.0,6.0,male,y,old,incongruent,nogo,n,1853.4853500314057,0.0
34.0,42.0,90.0,female,n,new,,,n,1787.0653028367087,1.0
34.0,43.0,30.0,male,n,new,,,m,1203.162586200051,1.0
34.0,44.0,42.0,male,y,old,congruent,nogo,n,2287.085678311996,0.0
34.0,45.0,26.0,male,y,old,incongruent,nogo,,,0.0
34.0,46.0,7.0,male,y,old,incongruent,nogo,v,1536.6012686863542,1.0
34.0,47.0,25.0,male,y,old,congruent,nogo,v,1086.399852647446,1.0
34.0,48.0,4.0,male,y,old,incongruent,nogo,n,1586.8769423104823,0.0
34.0,49.0,93.0,female,y,old,incongruent,go,m,1103.1370791606605,0.0
34.0,50.0,17.0,male,y,old,incongruent,nogo,b,1503.1808487838134,1.0
34.0,51.0,80.0,female,y,old,congruent,go,b,2003.8396581076086,1.0
34.0,52.0,65.0,female,y,old,incongruent,go,b,1203.2129969447851,1.0
34.0,53.0,22.0,male,y,old,congruent,nogo,b,1836.9871965842322,1.0
34.0,54.0,97.0,female,y,old,incongruent,go,n,1653.5719837993383,0.0
34.0,55.0,10.0,male,y,old,incongruent,nogo,m,1069.691906683147,0.0
34.0,56.0,95.0,female,y,old,congruent,go,n,1586.669564479962,0.0
34.0,57.0,46.0,male,y,old,congruent,nogo,n,1753.607452264987,0.0
34.0,58.0,63.0,female,y,old,incongruent,go,b,1535.886162542738,1.0
34.0,59.0,50.0,female,n,new,,,b,2053.744043922052,0.0
34.0,60.0,18.0,male,y,old,congruent,nogo,m,1336.5514618344605,0.0
34.0,61.0,15.0,male,y,old,congruent,nogo,n,1836.9250134564936,0.0
34.0,62.0,41.0,male,n,new,,,n,2287.269511143677,1.0
34.0,63.0,23.0,male,y,old,congruent,nogo,b,1636.790987686254,1.0
34.0,64.0,58.0,female,y,old,congruent,go,n,1953.832941595465,0.0
34.0,65.0,16.0,male,n,new,,,m,2053.7437420571223,1.0
34.0,66.0,12.0,male,y,old,incongruent,nogo,b,1669.8183859698474,1.0
34.0,67.0,70.0,female,y,old,congruent,go,v,1986.5859493147582,1.0
34.0,68.0,13.0,male,y,old,incongruent,nogo,v,1136.2954846117646,1.0
34.0,69.0,45.0,male,n,new,,,n,1986.9490867713466,1.0
34.0,70.0,14.0,male,y,old,congruent,nogo,m,1569.974296609871,0.0
34.0,71.0,76.0,female,y,old,congruent,go,n,2287.3437686357647,0.0
34.0,72.0,2.0,male,y,old,incongruent,nogo,b,1436.4121535327286,1.0
34.0,73.0,27.0,male,n,new,,,n,1553.3762276172638,1.0
34.0,74.0,9.0,male,n,new,,,m,1920.253139687702,1.0
34.0,75.0,24.0,male,y,old,congruent,nogo,b,1519.9805602896959,1.0
34.0,76.0,35.0,male,y,old,incongruent,nogo,n,1903.679521405138,0.0
34.0,77.0,67.0,female,y,old,congruent,go,b,1403.2923860941082,1.0
34.0,78.0,77.0,female,n,new,,,n,2403.7056321976706,1.0
34.0,79.0,86.0,female,y,old,congruent,go,n,1953.4936511190608,0.0
34.0,80.0,91.0,female,y,old,incongruent,go,v,1469.8929453734308,1.0
34.0,81.0,48.0,male,y,old,congruent,nogo,n,1653.214581659995,0.0
34.0,82.0,51.0,female,y,old,incongruent,go,b,1786.6303228074685,1.0
34.0,83.0,37.0,male,n,new,,,n,1620.1883908361197,1.0
34.0,84.0,34.0,male,y,old,congruent,nogo,v,1186.3840050064027,1.0
34.0,85.0,56.0,female,n,new,,,n,1269.8703058995306,1.0
34.0,86.0,32.0,male,n,new,,,n,1536.565347458236,1.0
34.0,87.0,72.0,female,y,old,congruent,go,n,1903.6632209317759,0.0
34.0,88.0,69.0,female,n,new,,,n,1269.6910011582077,1.0
34.0,89.0,57.0,female,y,old,incongruent,go,n,2020.5814123619348,0.0
34.0,90.0,66.0,female,y,old,incongruent,go,b,1436.7025427054614,1.0
34.0,91.0,38.0,male,y,old,congruent,nogo,v,2020.4706297954544,1.0
34.0,92.0,53.0,female,y,old,congruent,go,n,986.4501124247909,0.0
34.0,93.0,78.0,female,y,old,incongruent,go,n,2154.091937467456,0.0
34.0,94.0,59.0,female,y,old,incongruent,go,n,1603.5679841879755,0.0
34.0,95.0,79.0,female,y,old,incongruent,go,b,1586.7106174118817,1.0
34.0,96.0,49.0,male,y,old,incongruent,nogo,b,1753.6669187247753,1.0
34.0,97.0,5.0,male,y,old,congruent,nogo,b,2003.797095734626,1.0
34.0,98.0,36.0,male,y,old,incongruent,nogo,b,1987.094281357713,1.0
34.0,99.0,43.0,male,y,old,incongruent,nogo,n,1419.9891631724313,0.0
35.0,0.0,0.0,male,y,old,incongruent,go,v,2026.5316428849474,1.0
35.0,1.0,97.0,female,y,old,congruent,nogo,v,1553.2620602753013,1.0
35.0,2.0,90.0,female,n,new,,,v,1102.9519147705287,0.0
35.0,3.0,68.0,female,y,old,congruent,nogo,v,1753.7523405626416,1.0
35.0,4.0,96.0,female,y,old,congruent,nogo,n,2420.900573837571,0.0
35.0,5.0,61.0,female,y,old,incongruent,nogo,v,1503.4839119762182,1.0
35.0,6.0,81.0,female,y,old,congruent,nogo,v,1303.157541435212,1.0
35.0,7.0,65.0,female,y,old,incongruent,nogo,n,2253.9007044397295,0.0
35.0,8.0,93.0,female,y,old,incongruent,nogo,v,1186.1151250777766,1.0
35.0,9.0,18.0,male,y,old,incongruent,go,m,2153.8801478454843,0.0
35.0,10.0,57.0,female,y,old,congruent,nogo,m,1937.210799776949,0.0
35.0,11.0,72.0,female,n,new,,,v,1419.6481585968286,0.0
35.0,12.0,92.0,female,n,new,,,,,0.0
35.0,13.0,73.0,female,y,old,incongruent,nogo,v,1236.4764659432694,1.0
35.0,14.0,98.0,female,y,old,incongruent,nogo,m,1270.020909840241,0.0
35.0,15.0,2.0,male,y,old,congruent,go,v,1586.614521453157,1.0
35.0,16.0,36.0,male,y,old,congruent,go,v,1069.7268382646143,1.0
35.0,17.0,74.0,female,y,old,congruent,nogo,b,1670.3349644085392,1.0
35.0,18.0,14.0,male,y,old,congruent,go,v,869.5948652457446,1.0
35.0,19.0,77.0,female,y,old,congruent,nogo,m,1103.2727913698182,0.0
35.0,20.0,78.0,female,y,old,congruent,nogo,m,1236.7662511533126,0.0
35.0,21.0,13.0,male,y,old,incongruent,go,v,919.3793527083471,1.0
35.0,22.0,31.0,male,n,new,,,m,1386.579445330426,1.0
35.0,23.0,45.0,male,y,old,congruent,go,v,802.9642003821209,1.0
35.0,24.0,60.0,female,y,old,incongruent,nogo,v,952.8151269769296,1.0
35.0,25.0,46.0,male,y,old,congruent,go,v,886.520431842655,1.0
35.0,26.0,63.0,female,y,old,incongruent,nogo,n,1737.0181529549882,0.0
35.0,27.0,56.0,female,y,old,incongruent,nogo,v,1319.8497705161572,1.0
35.0,28.0,79.0,female,y,old,congruent,nogo,b,1720.3464502235875,1.0
35.0,29.0,38.0,male,y,old,incongruent,go,v,1103.2229844713584,1.0
35.0,30.0,83.0,female,n,new,,,m,1536.586735281162,1.0
35.0,31.0,88.0,female,y,old,incongruent,nogo,b,1320.0025114929304,1.0
35.0,32.0,85.0,female,y,old,congruent,nogo,n,1653.586287633516,0.0
35.0,33.0,44.0,male,y,old,incongruent,go,v,1052.9736335156485,1.0
35.0,34.0,7.0,male,y,old,congruent,go,v,768.6759745702147,1.0
35.0,35.0,53.0,female,y,old,congruent,nogo,n,1870.4005283070728,0.0
35.0,36.0,69.0,female,n,new,,,m,1753.5446612164378,1.0
35.0,37.0,50.0,female,n,new,,,m,1686.6821681614965,1.0
35.0,38.0,35.0,male,y,old,incongruent,go,b,1870.4497314756736,1.0
35.0,39.0,59.0,female,n,new,,,v,1470.0571933062747,0.0
35.0,40.0,19.0,male,y,old,incongruent,go,v,769.5486504817382,1.0
35.0,41.0,80.0,female,y,old,incongruent,nogo,m,1720.3642599051818,0.0
35.0,42.0,39.0,male,n,new,,,b,2136.861910461448,0.0
35.0,43.0,43.0,male,y,old,congruent,go,b,1436.5803661057726,1.0
35.0,44.0,40.0,male,y,old,congruent,go,b,2370.4619568306953,1.0
35.0,45.0,1.0,male,y,old,congruent,go,v,1119.8059405433014,1.0
35.0,46.0,71.0,female,y,old,congruent,nogo,n,1336.725530331023,0.0
35.0,47.0,30.0,male,y,old,congruent,go,v,836.2867773976177,1.0
35.0,48.0,48.0,male,y,old,congruent,go,v,1003.139641135931,1.0
35.0,49.0,91.0,female,n,new,,,n,1770.0491336872801,1.0
35.0,50.0,17.0,male,n,new,,,v,1102.5990408379585,0.0
35.0,51.0,9.0,male,y,old,incongruent,go,v,1453.3350800629705,1.0
35.0,52.0,89.0,female,y,old,congruent,nogo,n,1620.1734545174986,0.0
35.0,53.0,11.0,male,y,old,incongruent,go,v,986.2222247757018,1.0
35.0,54.0,5.0,male,n,new,,,n,2086.851632106118,1.0
35.0,55.0,37.0,male,y,old,congruent,go,b,1553.5584862809628,1.0
35.0,56.0,34.0,male,y,old,incongruent,go,v,1019.6978446329013,1.0
35.0,57.0,42.0,male,y,old,congruent,go,v,919.5831078104675,1.0
35.0,58.0,84.0,female,y,old,congruent,nogo,n,1286.5869615925476,0.0
35.0,59.0,29.0,male,n,new,,,m,1403.1270837876946,1.0
35.0,60.0,54.0,female,y,old,incongruent,nogo,b,1536.6866507101804,1.0
35.0,61.0,25.0,male,y,old,congruent,go,v,1003.0717226909474,1.0
35.0,62.0,87.0,female,y,old,congruent,nogo,m,986.4646180067211,0.0
35.0,63.0,15.0,male,y,old,congruent,go,m,802.9451832408085,0.0
35.0,64.0,28.0,male,y,old,incongruent,go,n,1269.7495381580666,0.0
35.0,65.0,16.0,male,y,old,incongruent,go,n,1153.2208865974098,0.0
35.0,66.0,20.0,male,y,old,incongruent,go,n,1019.7751206578687,0.0
35.0,67.0,86.0,female,y,old,incongruent,nogo,b,1453.3284392673522,1.0
35.0,68.0,76.0,female,y,old,congruent,nogo,b,919.7307170834392,1.0
35.0,69.0,3.0,male,y,old,incongruent,go,v,702.671668259427,1.0
35.0,70.0,82.0,female,y,old,incongruent,nogo,n,602.8962215641513,0.0
35.0,71.0,64.0,female,y,old,incongruent,nogo,n,986.480314633809,0.0
35.0,72.0,58.0,female,y,old,congruent,nogo,n,502.7784662088379,0.0
35.0,73.0,51.0,female,y,old,incongruent,nogo,b,702.7694708667696,1.0
35.0,74.0,70.0,female,y,old,congruent,nogo,m,2170.656293979846,0.0
35.0,75.0,75.0,female,y,old,incongruent,nogo,b,1469.805140630342,1.0
35.0,76.0,24.0,male,y,old,incongruent,go,b,936.3501981133595,1.0
35.0,77.0,49.0,male,y,old,incongruent,go,v,786.2783102318645,1.0
35.0,78.0,4.0,male,n,new,,,n,1769.9969119857997,1.0
35.0,79.0,55.0,female,n,new,,,b,1553.1434294534847,0.0
35.0,80.0,41.0,male,y,old,congruent,go,b,886.2641531741247,1.0
35.0,81.0,6.0,male,y,old,incongruent,go,m,1202.9329277575016,0.0
35.0,82.0,27.0,male,y,old,incongruent,go,b,1453.3791515277699,1.0
35.0,83.0,8.0,male,y,old,incongruent,go,n,1636.4690402988344,0.0
35.0,84.0,52.0,female,y,old,incongruent,nogo,v,1219.840382807888,1.0
35.0,85.0,33.0,male,n,new,,,n,1002.7245843084529,1.0
35.0,86.0,32.0,male,y,old,congruent,go,n,1319.9572324519977,0.0
35.0,87.0,66.0,female,y,old,incongruent,nogo,n,836.3033797359094,0.0
35.0,88.0,47.0,male,n,new,,,b,1036.3626045873389,0.0
35.0,89.0,94.0,female,y,old,incongruent,nogo,b,769.4955233018845,1.0
35.0,90.0,21.0,male,y,old,congruent,go,n,1803.6841354332864,0.0
35.0,91.0,67.0,female,n,new,,,m,1403.099916409701,1.0
35.0,92.0,22.0,male,n,new,,,m,1169.7455836692825,1.0
35.0,93.0,23.0,male,y,old,incongruent,go,n,919.1245831316337,0.0
35.0,94.0,12.0,male,n,new,,,n,1102.605681749992,1.0
35.0,95.0,10.0,male,y,old,congruent,go,n,1086.1824095482007,0.0
35.0,96.0,62.0,female,y,old,congruent,nogo,b,1553.4359314478934,1.0
35.0,97.0,95.0,female,y,old,incongruent,nogo,m,1203.2728216145188,0.0
35.0,98.0,99.0,female,y,old,congruent,nogo,b,1002.9053981415927,1.0
35.0,99.0,26.0,male,y,old,congruent,go,b,1653.4353577299044,1.0
36.0,0.0,8.0,male,y,old,congruent,nogo,b,2176.365612074733,1.0
36.0,1.0,71.0,female,y,old,incongruent,go,v,1269.4294856628403,1.0
36.0,2.0,10.0,male,y,old,congruent,nogo,,,0.0
36.0,3.0,35.0,male,y,old,incongruent,nogo,n,1353.1049264129251,0.0
36.0,4.0,32.0,male,y,old,congruent,nogo,m,1486.4682444604114,0.0
36.0,5.0,45.0,male,y,old,incongruent,nogo,n,1603.2329146983102,0.0
36.0,6.0,63.0,female,y,old,congruent,go,b,1369.7527770418674,1.0
36.0,7.0,24.0,male,y,old,congruent,nogo,v,1119.6069789584726,1.0
36.0,8.0,80.0,female,y,old,congruent,go,n,2319.5656242314726,0.0
36.0,9.0,97.0,female,y,old,incongruent,go,m,1085.7999274739996,0.0
36.0,10.0,94.0,female,y,old,congruent,go,v,2236.7954599903896,1.0
36.0,11.0,86.0,female,y,old,congruent,go,b,1402.706773718819,1.0
36.0,12.0,27.0,male,y,old,incongruent,nogo,b,1752.9370924457908,1.0
36.0,13.0,83.0,female,y,old,incongruent,go,v,1135.82377450075,1.0
36.0,14.0,74.0,female,n,new,,,n,1319.0769138745964,1.0
36.0,15.0,66.0,female,y,old,incongruent,go,v,1853.0825887573883,1.0
36.0,16.0,14.0,male,n,new,,,n,1152.605348965153,1.0
36.0,17.0,43.0,male,y,old,congruent,nogo,n,1836.3456894876435,0.0
36.0,18.0,70.0,female,y,old,incongruent,go,v,1419.3836029153317,1.0
36.0,19.0,88.0,female,y,old,incongruent,go,v,2169.9447598075494,1.0
36.0,20.0,22.0,male,y,old,congruent,nogo,b,1919.8526926338673,1.0
36.0,21.0,51.0,female,n,new,,,b,1085.4730136925355,0.0
36.0,22.0,39.0,male,n,new,,,n,1102.4604564299807,1.0
36.0,23.0,7.0,male,y,old,incongruent,nogo,b,1886.469451826997,1.0
36.0,24.0,73.0,female,y,old,congruent,go,v,969.130644807592,1.0
36.0,25.0,36.0,male,y,old,incongruent,nogo,v,1185.7908718520775,1.0
36.0,26.0,4.0,male,n,new,,,n,1686.219512252137,1.0
36.0,27.0,61.0,female,y,old,incongruent,go,v,2169.86265394371,1.0
36.0,28.0,55.0,female,y,old,incongruent,go,v,1152.4864163948223,1.0
36.0,29.0,25.0,male,y,old,incongruent,nogo,b,1769.545701565221,1.0
36.0,30.0,16.0,male,n,new,,,m,1202.245230670087,1.0
36.0,31.0,46.0,male,y,old,incongruent,nogo,b,1352.5742574129254,1.0
36.0,32.0,23.0,male,y,old,incongruent,nogo,b,1886.2626780755818,1.0
36.0,33.0,40.0,male,y,old,congruent,nogo,b,1218.909079907462,1.0
36.0,34.0,81.0,female,y,old,incongruent,go,n,852.0946027711034,0.0
36.0,35.0,99.0,female,y,old,congruent,go,v,1135.6791838770732,1.0
36.0,36.0,98.0,female,y,old,congruent,go,n,1369.79201878421,0.0
36.0,37.0,53.0,female,n,new,,,n,1853.5242091165856,1.0
36.0,38.0,38.0,male,y,old,congruent,nogo,n,1186.3372373627499,0.0
36.0,39.0,57.0,female,y,old,congruent,go,n,1736.81568459142,0.0
36.0,40.0,76.0,female,y,old,incongruent,go,n,1186.2400386016816,0.0
36.0,41.0,20.0,male,y,old,congruent,nogo,n,1636.6457376861945,0.0
36.0,42.0,54.0,female,y,old,congruent,go,n,2003.5616396926343,0.0
36.0,43.0,56.0,female,y,old,incongruent,go,n,1052.7125090593472,0.0
36.0,44.0,13.0,male,n,new,,,m,885.7522337930277,1.0
36.0,45.0,92.0,female,y,old,incongruent,go,v,1403.0783626949415,1.0
36.0,46.0,77.0,female,n,new,,,m,2386.6750181186944,1.0
36.0,47.0,59.0,female,n,new,,,v,1953.5290389321744,0.0
36.0,48.0,42.0,male,y,old,incongruent,nogo,v,1085.8929002424702,1.0
36.0,49.0,79.0,female,y,old,incongruent,go,v,1553.2803066307679,1.0
36.0,50.0,17.0,male,y,old,congruent,nogo,v,1119.3745471537113,1.0
36.0,51.0,84.0,female,y,old,congruent,go,n,1766.7323714122176,0.0
36.0,52.0,11.0,male,y,old,incongruent,nogo,b,1717.875815113075,1.0
36.0,53.0,34.0,male,y,old,congruent,nogo,n,1519.4798961747438,0.0
36.0,54.0,93.0,female,y,old,congruent,go,n,1969.8013765737414,0.0
36.0,55.0,87.0,female,y,old,incongruent,go,n,1669.9000844964758,0.0
36.0,56.0,2.0,male,y,old,incongruent,nogo,v,1519.6344482246786,1.0
36.0,57.0,6.0,male,y,old,incongruent,nogo,m,1653.0007848050445,0.0
36.0,58.0,1.0,male,y,old,congruent,nogo,v,1286.3296908326447,1.0
36.0,59.0,3.0,male,y,old,congruent,nogo,n,1569.8762376559898,0.0
36.0,60.0,69.0,female,y,old,congruent,go,n,1553.339169244282,0.0
36.0,61.0,91.0,female,n,new,,,n,1552.8039725031704,1.0
36.0,62.0,67.0,female,y,old,incongruent,go,b,1119.4838203955442,1.0
36.0,63.0,60.0,female,y,old,incongruent,go,,,0.0
36.0,64.0,65.0,female,y,old,congruent,go,v,1369.714742875658,1.0
36.0,65.0,95.0,female,y,old,congruent,go,,,0.0
36.0,66.0,49.0,male,y,old,incongruent,nogo,b,1636.541898129508,1.0
36.0,67.0,41.0,male,y,old,incongruent,nogo,b,1720.036826794967,1.0
36.0,68.0,72.0,female,y,old,congruent,go,m,1603.3174353651702,0.0
36.0,69.0,82.0,female,n,new,,,m,1052.9627505457029,1.0
36.0,70.0,21.0,male,y,old,congruent,nogo,m,1369.6142236003652,0.0
36.0,71.0,26.0,male,y,old,incongruent,nogo,m,1069.424354005605,0.0
36.0,72.0,50.0,female,y,old,congruent,go,m,719.095629057847,0.0
36.0,73.0,68.0,female,y,old,incongruent,go,n,1820.1159141026437,0.0
36.0,74.0,62.0,female,n,new,,,n,1086.1443491885439,1.0
36.0,75.0,31.0,male,y,old,congruent,nogo,n,936.181477853097,0.0
36.0,76.0,33.0,male,n,new,,,n,769.4011109415442,1.0
36.0,77.0,9.0,male,n,new,,,n,752.5449770037085,1.0
36.0,78.0,29.0,male,y,old,congruent,nogo,n,1186.4416807657108,0.0
36.0,79.0,44.0,male,n,new,,,b,1870.1171214925125,0.0
36.0,80.0,96.0,female,y,old,congruent,go,n,2370.550289750099,0.0
36.0,81.0,30.0,male,y,old,congruent,nogo,v,1386.5011470625177,1.0
36.0,82.0,5.0,male,y,old,congruent,nogo,m,1736.782480031252,0.0
36.0,83.0,89.0,female,y,old,incongruent,go,b,1419.7802463313565,1.0
36.0,84.0,37.0,male,y,old,congruent,nogo,n,2453.9999397238716,0.0
36.0,85.0,90.0,female,y,old,incongruent,go,n,2153.866517706774,0.0
36.0,86.0,52.0,female,n,new,,,n,936.0912218689919,1.0
36.0,87.0,28.0,male,y,old,incongruent,nogo,n,1536.4428882021457,0.0
36.0,88.0,48.0,male,n,new,,,n,1686.8682082276791,1.0
36.0,89.0,58.0,female,y,old,congruent,go,b,1336.4489253144711,1.0
36.0,90.0,64.0,female,n,new,,,n,852.8897005598992,1.0
36.0,91.0,15.0,male,y,old,incongruent,nogo,v,1351.2509055435658,1.0
36.0,92.0,47.0,male,y,old,congruent,nogo,b,1167.9787491448224,1.0
36.0,93.0,0.0,male,y,old,incongruent,nogo,b,1119.3208162439987,1.0
36.0,94.0,85.0,female,y,old,congruent,go,b,1903.0910407891497,1.0
36.0,95.0,75.0,female,y,old,incongruent,go,b,1502.741185715422,1.0
36.0,96.0,19.0,male,y,old,incongruent,nogo,n,585.5822869343683,0.0
36.0,97.0,12.0,male,y,old,incongruent,nogo,n,702.21142238006,0.0
36.0,98.0,78.0,female,y,old,congruent,go,n,1169.5538517087698,0.0
36.0,99.0,18.0,male,n,new,,,n,535.6209249002859,1.0
37.0,0.0,20.0,male,n,new,,,m,2275.949868373573,1.0
37.0,1.0,43.0,male,n,new,,,m,2119.2102995701134,1.0
37.0,2.0,18.0,male,y,old,incongruent,go,n,2136.503520887345,0.0
37.0,3.0,62.0,female,y,old,congruent,nogo,v,2186.2937135156244,1.0
37.0,4.0,10.0,male,y,old,congruent,go,v,1636.2990110646933,1.0
37.0,5.0,5.0,male,y,old,incongruent,go,v,1152.573607629165,1.0
37.0,6.0,36.0,male,y,old,incongruent,go,v,1252.4534373078495,1.0
37.0,7.0,94.0,female,n,new,,,b,2019.9260383378714,0.0
37.0,8.0,58.0,female,y,old,incongruent,nogo,m,1386.1049909610301,0.0
37.0,9.0,89.0,female,n,new,,,n,1569.471875904128,1.0
37.0,10.0,97.0,female,y,old,incongruent,nogo,v,1336.060028988868,1.0
37.0,11.0,64.0,female,y,old,incongruent,nogo,v,1152.7849091216922,1.0
37.0,12.0,30.0,male,y,old,congruent,go,m,1319.447198882699,0.0
37.0,13.0,3.0,male,y,old,incongruent,go,v,1703.021400840953,1.0
37.0,14.0,88.0,female,n,new,,,b,1769.8548750486225,0.0
37.0,15.0,53.0,female,y,old,congruent,nogo,b,1920.0818280223757,1.0
37.0,16.0,25.0,male,y,old,congruent,go,,,0.0
37.0,17.0,65.0,female,y,old,congruent,nogo,b,1636.5009548608214,1.0
37.0,18.0,96.0,female,y,old,congruent,nogo,n,1569.5117213763297,0.0
37.0,19.0,37.0,male,y,old,incongruent,go,v,1019.3902379833162,1.0
37.0,20.0,32.0,male,y,old,incongruent,go,n,1536.3201713189483,0.0
37.0,21.0,29.0,male,n,new,,,m,1519.8241607286036,1.0
37.0,22.0,4.0,male,y,old,congruent,go,n,2287.127116927877,0.0
37.0,23.0,17.0,male,n,new,,,b,1469.6563421748579,0.0
37.0,24.0,83.0,female,y,old,congruent,nogo,b,1036.206521326676,1.0
37.0,25.0,21.0,male,y,old,congruent,go,b,2203.7134133279324,1.0
37.0,26.0,8.0,male,n,new,,,n,1636.475900420919,1.0
37.0,27.0,82.0,female,y,old,congruent,nogo,v,1251.5614430885762,1.0
37.0,28.0,6.0,male,y,old,incongruent,go,b,1703.4147237427533,1.0
37.0,29.0,33.0,male,y,old,incongruent,go,b,1186.4582267589867,1.0
37.0,30.0,72.0,female,y,old,congruent,nogo,v,1469.8540600948036,1.0
37.0,31.0,24.0,male,y,old,congruent,go,b,1069.648916600272,1.0
37.0,32.0,15.0,male,n,new,,,b,1686.7330695968121,0.0
37.0,33.0,34.0,male,n,new,,,v,802.752414252609,0.0
37.0,34.0,16.0,male,y,old,incongruent,go,v,1103.1130454503,1.0
37.0,35.0,87.0,female,y,old,congruent,nogo,v,1036.1914283130318,1.0
37.0,36.0,23.0,male,y,old,congruent,go,b,1236.4920198451728,1.0
37.0,37.0,61.0,female,y,old,incongruent,nogo,n,1219.8583614081144,0.0
37.0,38.0,42.0,male,y,old,congruent,go,v,1186.1965146381408,1.0
37.0,39.0,66.0,female,y,old,incongruent,nogo,n,1686.7665760219097,0.0
37.0,40.0,78.0,female,y,old,incongruent,nogo,v,1553.7117987405509,1.0
37.0,41.0,27.0,male,y,old,incongruent,go,v,1153.0623179860413,1.0
37.0,42.0,14.0,male,n,new,,,b,1753.5529602319002,0.0
37.0,43.0,91.0,female,y,old,incongruent,nogo,n,886.041751364246,0.0
37.0,44.0,40.0,male,y,old,incongruent,go,n,1836.7064609192312,0.0
37.0,45.0,59.0,female,y,old,congruent,nogo,n,969.6519651915878,0.0
37.0,46.0,63.0,female,y,old,congruent,nogo,b,2020.3302279114723,1.0
37.0,47.0,90.0,female,y,old,congruent,nogo,m,1970.502302981913,0.0
37.0,48.0,46.0,male,y,old,congruent,go,b,1753.5774109419435,1.0
37.0,49.0,79.0,female,n,new,,,n,2237.2276512905955,1.0
37.0,50.0,28.0,male,y,old,incongruent,go,b,1553.23154036887,1.0
37.0,51.0,84.0,female,y,old,incongruent,nogo,n,1619.8679003864527,0.0
37.0,52.0,77.0,female,y,old,congruent,nogo,m,1470.0158566702157,0.0
37.0,53.0,39.0,male,y,old,congruent,go,v,1069.426747970283,1.0
37.0,54.0,11.0,male,y,old,incongruent,go,m,1903.504617512226,0.0
37.0,55.0,44.0,male,n,new,,,v,1303.0061267782003,0.0
37.0,56.0,71.0,female,y,old,incongruent,nogo,m,1837.0137535966933,0.0
37.0,57.0,93.0,female,y,old,congruent,nogo,b,1870.175419608131,1.0
37.0,58.0,67.0,female,y,old,incongruent,nogo,b,1253.2476293854415,1.0
37.0,59.0,48.0,male,y,old,incongruent,go,b,1002.9576180968434,1.0
37.0,60.0,81.0,female,y,old,incongruent,nogo,,,0.0
37.0,61.0,51.0,female,y,old,congruent,nogo,n,1870.320915710181,0.0
37.0,62.0,13.0,male,y,old,incongruent,go,v,1136.166343698278,1.0
37.0,63.0,57.0,female,y,old,congruent,nogo,m,1219.9341282248497,0.0
37.0,64.0,80.0,female,y,old,congruent,nogo,b,836.1860550940037,1.0
37.0,65.0,99.0,female,y,old,incongruent,nogo,n,736.0369670204818,0.0
37.0,66.0,19.0,male,y,old,congruent,go,n,2270.359131274745,0.0
37.0,67.0,41.0,male,y,old,congruent,go,v,1202.3067488335073,1.0
